Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.007524,7.14348,[31  2] ; [2 2],[29.43243243  3.56756757] ; [3.56756757 0.43243243],0
v4,1,0.066489,3.367641,[32  1] ; [3 1],[31.21621622  1.78378378] ; [3.78378378 0.21621622],0
p11,1,0.076989,3.127355,[23 10] ; [1 3],[21.40540541 11.59459459] ; [2.59459459 1.40540541],0
s2,1,0.076989,3.127355,[23 10] ; [1 3],[21.40540541 11.59459459] ; [2.59459459 1.40540541],0
a5,1,0.076989,3.127355,[23 10] ; [1 3],[21.40540541 11.59459459] ; [2.59459459 1.40540541],0
p9,1,0.092842,2.824387,[28  5] ; [2 2],[26.75675676  6.24324324] ; [3.24324324 0.75675676],0
s7,1,0.1161,2.469156,[21 11] ; [1 3],[19.55555556 12.44444444] ; [2.44444444 1.55555556],0
v1,1,0.17462,1.842826,[20 13] ; [1 3],[18.72972973 14.27027027] ; [2.27027027 1.72972973],0
v2,1,0.183363,1.770156,[22  9] ; [1 2],[20.97058824 10.02941176] ; [2.02941176 0.97058824],0
s8,1,0.192084,1.701562,[19 13] ; [1 3],[17.77777778 14.22222222] ; [2.22222222 1.77777778],0
s3,1,0.237867,1.393189,[18 14] ; [1 3],[16.88888889 15.11111111] ; [2.11111111 1.88888889],0
b1,1,0.316342,1.004009,[17 16] ; [1 3],[16.05405405 16.94594595] ; [1.94594595 2.05405405],0
a2,1,0.333188,0.936467,[ 3 30] ; [1 3],[ 3.56756757 29.43243243] ; [0.43243243 3.56756757],0
s1,1,0.333188,0.936467,[ 3 30] ; [1 3],[ 3.56756757 29.43243243] ; [0.43243243 3.56756757],0
d2,1,0.345033,0.891641,[16 16] ; [3 1],[16.88888889 15.11111111] ; [2.11111111 1.88888889],0
r1,1,0.426763,0.631616,[23 10] ; [2 2],[22.2972973 10.7027027] ; [2.7027027 1.2972973],0
p7,1,0.426763,0.631616,[23 10] ; [2 2],[22.2972973 10.7027027] ; [2.7027027 1.2972973],0
n4,1,0.426763,0.631616,[23 10] ; [2 2],[22.2972973 10.7027027] ; [2.7027027 1.2972973],0
p8,1,0.435482,0.608157,[18 15] ; [3 1],[18.72972973 14.27027027] ; [2.27027027 1.72972973],0
d5,1,0.453255,0.5625,[22 10] ; [2 2],[21.33333333 10.66666667] ; [2.66666667 1.33333333],0
u2,1,0.468717,0.525,[9 3] ; [1 1],[8.57142857 3.42857143] ; [1.42857143 0.57142857],0
b4,1,0.509629,0.434829,[22 11] ; [2 2],[21.40540541 11.59459459] ; [2.59459459 1.40540541],0
v3,1,0.515252,0.423387,[13 18] ; [1 3],[12.4 18.6] ; [1.6 2.4],0
n3,1,0.57075,0.321429,[5 2] ; [1 1],[4.66666667 2.33333333] ; [1.33333333 0.66666667],0
a3,1,0.595365,0.282044,[21 12] ; [2 2],[20.51351351 12.48648649] ; [2.48648649 1.51351351],0
a7,1,0.595365,0.282044,[21 12] ; [2 2],[20.51351351 12.48648649] ; [2.48648649 1.51351351],0
a6,1,0.623627,0.240803,[20 12] ; [3 1],[20.44444444 11.55555556] ; [2.55555556 1.44444444],0
b5,1,0.652998,0.202142,[21 12] ; [3 1],[21.40540541 11.59459459] ; [2.59459459 1.40540541],0
n5,1,0.736692,0.113056,[22 11] ; [3 1],[22.2972973 10.7027027] ; [2.7027027 1.2972973],0
n6,1,0.765875,0.08867,[26  6] ; [3 1],[25.77777778  6.22222222] ; [3.22222222 0.77777778],0
a4,1,0.77271,0.083424,[14 19] ; [2 2],[14.27027027 18.72972973] ; [1.72972973 2.27027027],0
d1,1,0.77271,0.083424,[19 14] ; [2 2],[18.72972973 14.27027027] ; [2.27027027 1.72972973],0
b2,1,0.781814,0.076705,[10 15] ; [1 1],[10.18518519 14.81481481] ; [0.81481481 1.18518519],0
b3,1,0.781814,0.076705,[10 15] ; [1 1],[10.18518519 14.81481481] ; [0.81481481 1.18518519],0
d3,1,0.812524,0.05625,[18 14] ; [2 2],[17.77777778 14.22222222] ; [2.22222222 1.77777778],0
p3,1,0.812524,0.05625,[18 14] ; [2 2],[17.77777778 14.22222222] ; [2.22222222 1.77777778],0
p4,1,0.812524,0.05625,[18 14] ; [2 2],[17.77777778 14.22222222] ; [2.22222222 1.77777778],0
n1,1,0.857714,0.032143,[4 3] ; [1 1],[3.88888889 3.11111111] ; [1.11111111 0.88888889],0
d4,1,0.895333,0.017308,[23  9] ; [3 1],[23.11111111  8.88888889] ; [2.88888889 1.11111111],0
