Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.010718,6.511544,[2 7] ; [12  4],[5.04 3.96] ; [8.96 7.04],0
a3,1,0.011072,6.453782,[3 5] ; [14  2],[5.66666667 2.33333333] ; [11.33333333  4.66666667],0
p10,1,0.016583,5.740017,[3 6] ; [13  3],[5.76 3.24] ; [10.24  5.76],0
a6,1,0.025409,4.995771,[2 7] ; [11  5],[4.68 4.32] ; [8.32 7.68],0
d3,1,0.025409,4.995771,[2 7] ; [11  5],[4.68 4.32] ; [8.32 7.68],0
s2,1,0.053005,3.743768,[2 7] ; [10  6],[4.32 4.68] ; [7.68 8.32],0
a4,1,0.073638,3.2,[1 7] ; [8 8],[3. 5.] ; [ 6. 10.],0
p8,1,0.099924,2.706755,[2 7] ; [9 7],[3.96 5.04] ; [7.04 8.96],0
d1,1,0.099924,2.706755,[2 7] ; [9 7],[3.96 5.04] ; [7.04 8.96],0
p4,1,0.099924,2.706755,[2 7] ; [9 7],[3.96 5.04] ; [7.04 8.96],0
v3,1,0.125786,2.34375,[1 7] ; [7 9],[2.66666667 5.33333333] ; [ 5.33333333 10.66666667],0
d5,1,0.126568,2.334105,[4 5] ; [12  4],[5.76 3.24] ; [10.24  5.76],0
b5,1,0.126568,2.334105,[4 5] ; [12  4],[5.76 3.24] ; [10.24  5.76],0
v1,1,0.161178,1.963141,[3 6] ; [10  6],[4.68 4.32] ; [8.32 7.68],0
n2,1,0.164264,1.934524,[3 3] ; [6 1],[4.15384615 1.84615385] ; [4.84615385 2.15384615],0
r2,1,0.16962,1.886299,[5 4] ; [13  3],[6.48 2.52] ; [11.52  4.48],0
p9,1,0.16962,1.886299,[5 4] ; [13  3],[6.48 2.52] ; [11.52  4.48],0
s4,1,0.16962,1.886299,[4 5] ; [ 3 13],[2.52 6.48] ; [ 4.48 11.52],0
s3,1,0.191719,1.704359,[2 6] ; [8 7],[3.47826087 4.52173913] ; [6.52173913 8.47826087],0
n4,1,0.2113,1.5625,[6 3] ; [14  2],[7.2 1.8] ; [12.8  3.2],0
n5,1,0.2113,1.5625,[6 3] ; [14  2],[7.2 1.8] ; [12.8  3.2],0
n6,1,0.2113,1.5625,[6 3] ; [14  2],[7.2 1.8] ; [12.8  3.2],0
p6,1,0.257757,1.280763,[1 8] ; [ 5 11],[2.16 6.84] ; [ 3.84 12.16],0
a7,1,0.270948,1.211939,[6 3] ; [7 9],[4.68 4.32] ; [8.32 7.68],0
s5,1,0.270948,1.211939,[3 6] ; [9 7],[4.32 4.68] ; [7.68 8.32],0
p7,1,0.310557,1.028307,[2 7] ; [6 8],[3.13043478 5.86956522] ; [4.86956522 9.13043478],0
d4,1,0.317113,1.000817,[5 4] ; [12  4],[6.12 2.88] ; [10.88  5.12],0
d2,1,0.382677,0.762085,[4 5] ; [10  6],[5.04 3.96] ; [8.96 7.04],0
s7,1,0.420345,0.649351,[3 6] ; [8 8],[3.96 5.04] ; [7.04 8.96],0
b1,1,0.420345,0.649351,[6 3] ; [8 8],[5.04 3.96] ; [8.96 7.04],0
p2,1,0.586214,0.296296,[5 4] ; [10  5],[5.625 3.375] ; [9.375 5.625],0
v4,1,0.617017,0.250083,[8 1] ; [13  3],[7.56 1.44] ; [13.44  2.56],0
b4,1,0.656005,0.198413,[6 3] ; [12  4],[6.48 2.52] ; [11.52  4.48],0
p12,1,0.667167,0.184934,[1 8] ; [ 1 15],[0.72 8.28] ; [ 1.28 14.72],0
u2,1,0.67329,0.177778,[4 2] ; [1 1],[3.75 2.25] ; [1.25 0.75],0
p3,1,0.743971,0.106667,[3 6] ; [6 9],[3.375 5.625] ; [5.625 9.375],0
v2,1,0.750824,0.10084,[2 6] ; [ 5 11],[2.33333333 5.66666667] ; [ 4.66666667 11.33333333],0
r4,1,0.789561,0.071225,[4 5] ; [8 8],[4.32 4.68] ; [7.68 8.32],0
n3,1,0.796762,0.066327,[3 3] ; [4 3],[3.23076923 2.76923077] ; [3.76923077 3.23076923],0
n1,1,0.796762,0.066327,[3 3] ; [4 3],[3.23076923 2.76923077] ; [3.76923077 3.23076923],0
s8,1,0.834969,0.043403,[3 6] ; [ 6 10],[3.24 5.76] ; [ 5.76 10.24],0
p1,1,0.834969,0.043403,[2 7] ; [ 3 13],[1.8 7.2] ; [ 3.2 12.8],0
b2,1,0.888153,0.01978,[1 4] ; [ 3 10],[1.11111111 3.88888889] ; [ 2.88888889 10.11111111],0
b3,1,0.888153,0.01978,[1 4] ; [ 3 10],[1.11111111 3.88888889] ; [ 2.88888889 10.11111111],0
s1,1,0.918299,0.010522,[1 8] ; [ 2 14],[1.08 7.92] ; [ 1.92 14.08],0
a1,1,0.918299,0.010522,[1 8] ; [ 2 14],[1.08 7.92] ; [ 1.92 14.08],0
r1,1,0.973215,0.001127,[5 4] ; [9 7],[5.04 3.96] ; [8.96 7.04],0
u3,1,1.0,0.0,[3 3] ; [1 1],[3. 3.] ; [1. 1.],0
