Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.002174,9.396307,[ 5 10] ; [11  1],[8.88888889 6.11111111] ; [7.11111111 4.88888889],0
s7,1,0.019935,5.417605,[ 3 11] ; [8 4],[5.92307692 8.07692308] ; [5.07692308 6.92307692],0
d3,1,0.02108,5.320184,[ 5 10] ; [10  3],[8.03571429 6.96428571] ; [6.96428571 6.03571429],0
d1,1,0.022066,5.240606,[ 2 13] ; [7 6],[ 4.82142857 10.17857143] ; [4.17857143 8.82142857],0
a5,1,0.022801,5.18359,[8 7] ; [12  1],[10.71428571  4.28571429] ; [9.28571429 3.71428571],0
a6,1,0.048954,3.876923,[6 9] ; [10  3],[8.57142857 6.42857143] ; [7.42857143 5.57142857],0
d4,1,0.048954,3.876923,[6 9] ; [10  3],[8.57142857 6.42857143] ; [7.42857143 5.57142857],0
b5,1,0.077121,3.124546,[8 7] ; [11  2],[10.17857143  4.82142857] ; [8.82142857 4.17857143],0
v3,1,0.114306,2.493656,[ 1 13] ; [4 9],[ 2.59259259 11.40740741] ; [ 2.40740741 10.59259259],0
p5,1,0.125661,2.345299,[ 2 13] ; [5 8],[ 3.75 11.25] ; [3.25 9.75],0
p6,1,0.139445,2.184076,[ 3 12] ; [6 7],[ 4.82142857 10.17857143] ; [4.17857143 8.82142857],0
r4,1,0.139445,2.184076,[ 3 12] ; [6 7],[ 4.82142857 10.17857143] ; [4.17857143 8.82142857],0
s2,1,0.141929,2.156918,[ 4 11] ; [7 6],[5.89285714 9.10714286] ; [5.10714286 7.89285714],0
s8,1,0.22052,1.500987,[ 3 12] ; [5 7],[ 4.44444444 10.55555556] ; [3.55555556 8.44444444],0
b1,1,0.255623,1.292308,[6 9] ; [8 5],[7.5 7.5] ; [6.5 6.5],0
p2,1,0.262125,1.257498,[13  2] ; [9 4],[11.78571429  3.21428571] ; [10.21428571  2.78571429],0
s3,1,0.262871,1.253571,[ 4 10] ; [6 6],[5.38461538 8.61538462] ; [4.61538462 7.38461538],0
v1,1,0.274006,1.196581,[ 5 10] ; [7 6],[6.42857143 8.57142857] ; [5.57142857 7.42857143],0
r1,1,0.274006,1.196581,[ 5 10] ; [7 6],[6.42857143 8.57142857] ; [5.57142857 7.42857143],0
p3,1,0.274006,1.196581,[ 5 10] ; [7 6],[6.42857143 8.57142857] ; [5.57142857 7.42857143],0
u3,1,0.276278,1.185306,[2 5] ; [3 2],[2.91666667 4.08333333] ; [2.08333333 2.91666667],0
u2,1,0.276278,1.185306,[5 2] ; [2 3],[4.08333333 2.91666667] ; [2.91666667 2.08333333],0
v2,1,0.33281,0.937934,[ 3 11] ; [5 8],[4.14814815 9.85185185] ; [3.85185185 9.14814815],0
p1,1,0.353309,0.861538,[ 3 12] ; [ 1 12],[ 2.14285714 12.85714286] ; [ 1.85714286 11.14285714],0
v4,1,0.468084,0.526496,[11  4] ; [11  2],[11.78571429  3.21428571] ; [10.21428571  2.78571429],0
n2,1,0.576999,0.311111,[4 3] ; [5 2],[4.5 2.5] ; [4.5 2.5],0
n1,1,0.59298,0.285714,[3 4] ; [4 3],[3.5 3.5] ; [3.5 3.5],0
n3,1,0.59298,0.285714,[4 3] ; [3 4],[3.5 3.5] ; [3.5 3.5],0
p7,1,0.599337,0.275996,[8 7] ; [7 4],[8.65384615 6.34615385] ; [6.34615385 4.65384615],0
n4,1,0.611179,0.258462,[9 6] ; [9 4],[9.64285714 5.35714286] ; [8.35714286 4.64285714],0
s5,1,0.611179,0.258462,[6 9] ; [4 9],[5.35714286 9.64285714] ; [4.64285714 8.35714286],0
d5,1,0.66171,0.191453,[8 7] ; [8 5],[8.57142857 6.42857143] ; [7.42857143 5.57142857],0
p4,1,0.66171,0.191453,[8 7] ; [8 5],[8.57142857 6.42857143] ; [7.42857143 5.57142857],0
a3,1,0.66171,0.191453,[8 7] ; [8 5],[8.57142857 6.42857143] ; [7.42857143 5.57142857],0
n5,1,0.826824,0.047863,[11  4] ; [10  3],[11.25  3.75] ; [9.75 3.25],0
r2,1,0.826824,0.047863,[11  4] ; [10  3],[11.25  3.75] ; [9.75 3.25],0
s4,1,0.84313,0.039161,[ 3 12] ; [ 3 10],[ 3.21428571 11.78571429] ; [ 2.78571429 10.21428571],0
s6,1,0.86324,0.02967,[8 7] ; [6 6],[7.77777778 7.22222222] ; [6.22222222 5.77777778],0
p10,1,0.884799,0.020993,[10  5] ; [9 4],[10.17857143  4.82142857] ; [8.82142857 4.17857143],0
a4,1,0.884799,0.020993,[ 5 10] ; [4 9],[ 4.82142857 10.17857143] ; [4.17857143 8.82142857],0
b4,1,0.884799,0.020993,[10  5] ; [9 4],[10.17857143  4.82142857] ; [8.82142857 4.17857143],0
b3,1,0.890106,0.019091,[3 8] ; [3 7],[3.14285714 7.85714286] ; [2.85714286 7.14285714],0
b2,1,0.890106,0.019091,[3 8] ; [3 7],[3.14285714 7.85714286] ; [2.85714286 7.14285714],0
p12,1,0.916299,0.011045,[ 1 14] ; [ 1 12],[ 1.07142857 13.92857143] ; [ 0.92857143 12.07142857],0
p9,1,0.921775,0.009643,[11  4] ; [9 3],[11.11111111  3.88888889] ; [8.88888889 3.11111111],0
n6,1,0.921775,0.009643,[11  4] ; [9 3],[11.11111111  3.88888889] ; [8.88888889 3.11111111],0
d2,1,0.978351,0.000736,[7 8] ; [6 7],[6.96428571 8.03571429] ; [6.03571429 6.96428571],0
