Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.011771,6.344999,[ 29 174] ; [2 1],[ 30.54854369 172.45145631] ; [0.45145631 2.54854369],0
a1,1,0.020425,5.375223,[ 16 203] ; [2 4],[ 17.52 201.48] ; [0.48 5.52],0
b2,1,0.028727,4.783927,[56 89] ; [5 1],[58.57615894 86.42384106] ; [2.42384106 3.57615894],0
b3,1,0.028727,4.783927,[56 89] ; [5 1],[58.57615894 86.42384106] ; [2.42384106 3.57615894],0
s8,1,0.116966,2.457481,[111 107] ; [5 1],[112.89285714 105.10714286] ; [3.10714286 2.89285714],0
d2,1,0.135434,2.229085,[115 104] ; [5 1],[116.8 102.2] ; [3.2 2.8],0
s7,1,0.137131,2.209859,[110  99] ; [5 1],[111.79069767  97.20930233] ; [3.20930233 2.79069767],0
p5,1,0.195818,1.673291,[ 38 179] ; [2 3],[ 39.0990991 177.9009009] ; [0.9009009 4.0990991],0
a2,1,0.223784,1.479941,[ 60 159] ; [3 3],[ 61.32 157.68] ; [1.68 4.32],0
d1,1,0.253488,1.303975,[132  87] ; [5 1],[133.34666667  85.65333333] ; [3.65333333 2.34666667],0
s3,1,0.280529,1.164524,[132  82] ; [5 1],[133.26363636  80.73636364] ; [3.73636364 2.26363636],0
u1,1,0.388432,0.743844,[ 42 177] ; [2 4],[ 42.82666667 176.17333333] ; [1.17333333 4.82666667],0
p4,1,0.426365,0.632703,[149  70] ; [5 1],[149.89333333  69.10666667] ; [4.10666667 1.89333333],0
a4,1,0.466077,0.531261,[113 106] ; [4 2],[113.88 105.12] ; [3.12 2.88],0
b5,1,0.493155,0.469635,[115 104] ; [4 2],[115.82666667 103.17333333] ; [3.17333333 2.82666667],0
p12,1,0.5035,0.447551,[ 19 198] ; [1 5],[ 19.46188341 197.53811659] ; [0.53811659 5.46188341],0
s2,1,0.529689,0.394989,[116 100] ; [4 2],[116.75675676  99.24324324] ; [3.24324324 2.75675676],0
p7,1,0.600341,0.274483,[158  56] ; [5 1],[158.55454545  55.44545455] ; [4.44545455 1.55454545],0
b4,1,0.62399,0.2403,[124  95] ; [4 2],[124.58666667  94.41333333] ; [3.41333333 2.58666667],0
p6,1,0.707635,0.140651,[ 91 124] ; [3 3],[ 91.4479638 123.5520362] ; [2.5520362 3.4479638],0
p3,1,0.813398,0.055717,[135  83] ; [4 2],[135.27678571  82.72321429] ; [3.72321429 2.27678571],0
p8,1,0.841762,0.039856,[136  81] ; [4 2],[136.23318386  80.76681614] ; [3.76681614 2.23318386],0
r1,1,0.848372,0.036556,[174  43] ; [5 1],[174.1838565  42.8161435] ; [4.8161435 1.1838565],0
d5,1,0.852443,0.034597,[175  43] ; [5 1],[175.17857143  42.82142857] ; [4.82142857 1.17857143],0
a6,1,0.930393,0.00763,[149  69] ; [4 2],[148.90178571  69.09821429] ; [4.09821429 1.90178571],0
a7,1,0.949534,0.004006,[148  70] ; [4 2],[147.92857143  70.07142857] ; [4.07142857 1.92857143],0
n4,1,0.963988,0.002038,[184  35] ; [5 1],[183.96  35.04] ; [5.04 0.96],0
s5,1,1.0,0.0,[ 70 140] ; [2 4],[ 70. 140.] ; [2. 4.],0
