Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.056745,3.630051,[10  5] ; [2 6],[7.82608696 7.17391304] ; [4.17391304 3.82608696],0
p9,1,0.078593,3.09375,[7 7] ; [7 1],[8.90909091 5.09090909] ; [5.09090909 2.90909091],0
s2,1,0.078593,3.09375,[7 7] ; [1 7],[5.09090909 8.90909091] ; [2.90909091 5.09090909],0
a7,1,0.109504,2.561364,[6 9] ; [6 2],[7.82608696 7.17391304] ; [4.17391304 3.82608696],0
s3,1,0.141407,2.162585,[6 8] ; [1 7],[4.45454545 9.54545455] ; [2.54545455 5.45454545],0
d1,1,0.172208,1.863616,[6 9] ; [1 7],[ 4.56521739 10.43478261] ; [2.43478261 5.56521739],0
a3,1,0.180802,1.791019,[13  2] ; [5 3],[11.73913043  3.26086957] ; [6.26086957 1.73913043],0
p10,1,0.251268,1.316239,[7 7] ; [6 2],[8.27272727 5.72727273] ; [4.72727273 3.27272727],0
p2,1,0.263128,1.252222,[11  4] ; [4 4],[9.7826087 5.2173913] ; [5.2173913 2.7826087],0
s6,1,0.277291,1.180317,[8 7] ; [2 5],[6.81818182 8.18181818] ; [3.18181818 3.81818182],0
v2,1,0.303552,1.058523,[9 6] ; [3 5],[7.82608696 7.17391304] ; [4.17391304 3.82608696],0
a6,1,0.303552,1.058523,[9 6] ; [3 5],[7.82608696 7.17391304] ; [4.17391304 3.82608696],0
d3,1,0.303552,1.058523,[9 6] ; [3 5],[7.82608696 7.17391304] ; [4.17391304 3.82608696],0
s8,1,0.362656,0.828676,[ 3 12] ; [3 5],[ 3.91304348 11.08695652] ; [2.08695652 5.91304348],0
d5,1,0.435366,0.608466,[10  5] ; [4 4],[9.13043478 5.86956522] ; [4.86956522 3.13043478],0
p11,1,0.469064,0.524179,[8 7] ; [3 5],[7.17391304 7.82608696] ; [3.82608696 4.17391304],0
d2,1,0.469064,0.524179,[8 7] ; [3 5],[7.17391304 7.82608696] ; [3.82608696 4.17391304],0
n5,1,0.47191,0.5175,[9 6] ; [6 2],[9.7826087 5.2173913] ; [5.2173913 2.7826087],0
s1,1,0.482016,0.494298,[ 2 13] ; [2 6],[ 2.60869565 12.39130435] ; [1.39130435 6.60869565],0
a5,1,0.590726,0.289211,[11  4] ; [5 3],[10.43478261  4.56521739] ; [5.56521739 2.43478261],0
a1,1,0.636302,0.223611,[ 1 14] ; [1 7],[ 1.30434783 13.69565217] ; [0.69565217 7.30434783],0
b2,1,0.636982,0.222711,[ 3 10] ; [2 4],[3.42105263 9.57894737] ; [1.57894737 4.42105263],0
b3,1,0.636982,0.222711,[ 3 10] ; [2 4],[3.42105263 9.57894737] ; [1.57894737 4.42105263],0
a4,1,0.644965,0.212308,[6 9] ; [4 4],[6.52173913 8.47826087] ; [3.47826087 4.52173913],0
b5,1,0.644965,0.212308,[9 6] ; [4 4],[8.47826087 6.52173913] ; [4.52173913 3.47826087],0
b4,1,0.644965,0.212308,[9 6] ; [4 4],[8.47826087 6.52173913] ; [4.52173913 3.47826087],0
r3,1,0.665362,0.187075,[10  5] ; [4 3],[9.54545455 5.45454545] ; [4.45454545 2.54545455],0
p3,1,0.672754,0.178397,[7 8] ; [3 5],[6.52173913 8.47826087] ; [3.47826087 4.52173913],0
r2,1,0.672754,0.178397,[8 7] ; [5 3],[8.47826087 6.52173913] ; [4.52173913 3.47826087],0
a8,1,0.67415,0.176786,[ 1 13] ; [1 7],[ 1.27272727 12.72727273] ; [0.72727273 7.27272727],0
n4,1,0.679109,0.171131,[10  5] ; [6 2],[10.43478261  4.56521739] ; [5.56521739 2.43478261],0
r4,1,0.679109,0.171131,[ 5 10] ; [2 6],[ 4.56521739 10.43478261] ; [2.43478261 5.56521739],0
p6,1,0.679109,0.171131,[ 5 10] ; [2 6],[ 4.56521739 10.43478261] ; [2.43478261 5.56521739],0
s7,1,0.697161,0.151442,[6 7] ; [3 5],[5.57142857 7.42857143] ; [3.42857143 4.57142857],0
u3,1,0.709388,0.138889,[1 1] ; [1 2],[0.8 1.2] ; [1.2 1.8],0
s4,1,0.781867,0.076667,[ 3 12] ; [2 6],[ 3.26086957 11.73913043] ; [1.73913043 6.26086957],0
n6,1,0.805803,0.06044,[8 6] ; [5 3],[8.27272727 5.72727273] ; [4.72727273 3.27272727],0
p8,1,0.841616,0.039931,[ 5 10] ; [3 5],[5.2173913 9.7826087] ; [2.7826087 5.2173913],0
p4,1,0.878854,0.023232,[7 8] ; [4 4],[7.17391304 7.82608696] ; [3.82608696 4.17391304],0
p7,1,0.878854,0.023232,[7 8] ; [4 4],[7.17391304 7.82608696] ; [3.82608696 4.17391304],0
v3,1,0.906855,0.01369,[6 9] ; [3 5],[5.86956522 9.13043478] ; [3.13043478 4.86956522],0
b1,1,0.906855,0.01369,[9 6] ; [5 3],[9.13043478 5.86956522] ; [4.86956522 3.13043478],0
a2,1,0.930912,0.007516,[ 4 11] ; [2 6],[ 3.91304348 11.08695652] ; [2.08695652 5.91304348],0
