Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000538,11.978749,[ 9 37] ; [17 12],[15.94666667 30.05333333] ; [10.05333333 18.94666667],1
p3,1,0.000733,11.40414,[12 34] ; [19 10],[19.01333333 26.98666667] ; [11.98666667 17.01333333],1
p7,1,0.00278,8.946278,[17 29] ; [21  8],[23.30666667 22.69333333] ; [14.69333333 14.30666667],0
p1,1,0.061582,3.494261,[ 2 44] ; [ 5 24],[ 4.29333333 41.70666667] ; [ 2.70666667 26.29333333],0
p11,1,0.065225,3.399275,[32 14] ; [14 15],[28.21333333 17.78666667] ; [17.78666667 11.21333333],0
p6,1,0.066174,3.375452,[ 7 37] ; [10 19],[10.24657534 33.75342466] ; [ 6.75342466 22.24657534],0
s2,1,0.099845,2.708021,[15 31] ; [15 14],[18.4 27.6] ; [11.6 17.4],0
b3,1,0.116911,2.458223,[13 16] ; [ 4 14],[10.4893617 18.5106383] ; [ 6.5106383 11.4893617],0
b2,1,0.116911,2.458223,[13 16] ; [ 4 14],[10.4893617 18.5106383] ; [ 6.5106383 11.4893617],0
r2,1,0.137773,2.202653,[40  5] ; [22  7],[37.7027027  7.2972973] ; [24.2972973  4.7027027],0
s6,1,0.138276,2.197037,[18 26] ; [17 12],[21.09589041 22.90410959] ; [13.90410959 15.09589041],0
n4,1,0.150401,2.068174,[22 24] ; [ 9 20],[19.01333333 26.98666667] ; [11.98666667 17.01333333],0
d3,1,0.174131,1.847014,[18 28] ; [16 13],[20.85333333 25.14666667] ; [13.14666667 15.85333333],0
n1,1,0.22052,1.500987,[ 7 12] ; [5 3],[ 8.44444444 10.55555556] ; [3.55555556 4.44444444],0
u3,1,0.226398,1.463348,[ 8 12] ; [8 5],[ 9.6969697 10.3030303] ; [6.3030303 6.6969697],0
s7,1,0.259839,1.269614,[11 32] ; [10 16],[13.08695652 29.91304348] ; [ 7.91304348 18.08695652],0
s1,1,0.310615,1.028057,[ 2 44] ; [ 3 26],[ 3.06666667 42.93333333] ; [ 1.93333333 27.06666667],0
r1,1,0.332103,0.94068,[32 14] ; [17 12],[30.05333333 15.94666667] ; [18.94666667 10.05333333],0
s8,1,0.349763,0.874316,[11 34] ; [10 19],[12.77027027 32.22972973] ; [ 8.22972973 20.77027027],0
a5,1,0.400512,0.706789,[24 22] ; [18 11],[25.76 20.24] ; [16.24 12.76],0
p2,1,0.400512,0.706789,[24 22] ; [18 11],[25.76 20.24] ; [16.24 12.76],0
s5,1,0.422833,0.642427,[11 32] ; [ 9 17],[12.46376812 30.53623188] ; [ 7.53623188 18.46376812],0
n3,1,0.431847,0.617851,[10  7] ; [6 2],[10.88  6.12] ; [5.12 2.88],0
s3,1,0.492455,0.471159,[22 23] ; [16 12],[23.42465753 21.57534247] ; [14.57534247 13.42465753],0
r4,1,0.497029,0.461275,[35 11] ; [20  9],[33.73333333 12.26666667] ; [21.26666667  7.73333333],0
d2,1,0.498024,0.459145,[17 29] ; [13 16],[18.4 27.6] ; [11.6 17.4],0
v1,1,0.505556,0.443255,[19 26] ; [10 19],[17.63513514 27.36486486] ; [11.36486486 17.63513514],0
n6,1,0.535451,0.384036,[24 22] ; [13 16],[22.69333333 23.30666667] ; [14.30666667 14.69333333],0
b1,1,0.535451,0.384036,[22 24] ; [16 13],[23.30666667 22.69333333] ; [14.69333333 14.30666667],0
b5,1,0.535451,0.384036,[22 24] ; [16 13],[23.30666667 22.69333333] ; [14.69333333 14.30666667],0
d5,1,0.554677,0.349006,[27 19] ; [19 10],[28.21333333 17.78666667] ; [17.78666667 11.21333333],0
a8,1,0.656313,0.198034,[ 2 41] ; [ 2 26],[ 2.42253521 40.57746479] ; [ 1.57746479 26.42253521],0
u2,1,0.71038,0.137898,[11  9] ; [8 5],[11.51515152  8.48484848] ; [7.48484848 5.51515152],0
v3,1,0.731949,0.117329,[ 9 32] ; [ 5 22],[ 8.44117647 32.55882353] ; [ 5.55882353 21.44117647],0
n2,1,0.732462,0.116863,[13  6] ; [6 2],[13.37037037  5.62962963] ; [5.62962963 2.37037037],0
b4,1,0.771509,0.084333,[27 19] ; [18 11],[27.6 18.4] ; [17.4 11.6],0
a1,1,0.779722,0.078222,[ 4 42] ; [ 2 27],[ 3.68 42.32] ; [ 2.32 26.68],0
s4,1,0.809061,0.058389,[10 36] ; [ 7 22],[10.42666667 35.57333333] ; [ 6.57333333 22.42666667],0
v2,1,0.81351,0.055649,[19 24] ; [12 17],[18.51388889 24.48611111] ; [12.48611111 16.51388889],0
a3,1,0.825212,0.048773,[26 19] ; [16 13],[25.54054054 19.45945946] ; [16.45945946 12.54054054],0
p10,1,0.876844,0.024016,[21 24] ; [13 16],[20.67567568 24.32432432] ; [13.32432432 15.67567568],0
p9,1,0.892334,0.01832,[24 21] ; [15 14],[23.71621622 21.28378378] ; [15.28378378 13.71621622],0
a4,1,0.908729,0.013143,[20 26] ; [13 16],[20.24 25.76] ; [12.76 16.24],0
r3,1,0.925901,0.00865,[40  6] ; [25  4],[39.86666667  6.13333333] ; [25.13333333  3.86666667],0
d1,1,0.932285,0.00722,[17 29] ; [11 18],[17.17333333 28.82666667] ; [10.82666667 18.17333333],0
d4,1,0.949471,0.004016,[33 13] ; [21  8],[33.12 12.88] ; [20.88  8.12],0
v4,1,0.952798,0.003504,[37  8] ; [24  5],[37.09459459  7.90540541] ; [23.90540541  5.09459459],0
a6,1,0.978801,0.000706,[16 30] ; [10 19],[15.94666667 30.05333333] ; [10.05333333 18.94666667],0
