Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,28.155129,[10 31] ; [38  9],[22.36363636 18.63636364] ; [25.63636364 21.36363636],1
p6,1,0.000829,11.174165,[ 9 34] ; [26 21],[16.72222222 26.27777778] ; [18.27777778 28.72222222],1
n1,1,0.002737,8.975275,[ 1 13] ; [8 5],[4.66666667 9.33333333] ; [4.33333333 8.66666667],0
s3,1,0.007003,7.272105,[26 17] ; [41  7],[31.65934066 11.34065934] ; [35.34065934 12.65934066],0
a2,1,0.022146,5.234302,[ 1 42] ; [ 8 40],[ 4.25274725 38.74725275] ; [ 4.74725275 43.25274725],0
d1,1,0.02529,5.003947,[15 28] ; [28 20],[20.31868132 22.68131868] ; [22.68131868 25.31868132],0
p11,1,0.026406,4.929211,[27 16] ; [40  8],[31.65934066 11.34065934] ; [35.34065934 12.65934066],0
p3,1,0.027061,4.886888,[16 27] ; [29 19],[21.26373626 21.73626374] ; [23.73626374 24.26373626],0
n5,1,0.031905,4.60358,[23 20] ; [36 12],[27.87912088 15.12087912] ; [31.12087912 16.87912088],0
a5,1,0.032227,4.586386,[22 21] ; [35 13],[26.93406593 16.06593407] ; [30.06593407 17.93406593],0
p9,1,0.043283,4.084318,[32 10] ; [44  4],[35.46666667  6.53333333] ; [40.53333333  7.46666667],0
a4,1,0.054259,3.704713,[ 9 34] ; [19 29],[13.23076923 29.76923077] ; [14.76923077 33.23076923],0
r2,1,0.06549,3.392591,[33 10] ; [41  4],[36.15909091  6.84090909] ; [37.84090909  7.15909091],0
d2,1,0.069962,3.283918,[11 32] ; [21 27],[15.12087912 27.87912088] ; [16.87912088 31.12087912],0
p1,1,0.073742,3.197689,[ 1 41] ; [ 6 42],[ 3.26666667 38.73333333] ; [ 3.73333333 44.26666667],0
p4,1,0.085105,2.964612,[21 22] ; [32 16],[25.04395604 17.95604396] ; [27.95604396 20.04395604],0
p10,1,0.097846,2.740302,[31 11] ; [42  6],[34.06666667  7.93333333] ; [38.93333333  9.06666667],0
b2,1,0.108853,2.57079,[ 3 19] ; [12 25],[ 5.59322034 16.40677966] ; [ 9.40677966 27.59322034],0
b3,1,0.108853,2.57079,[ 3 19] ; [12 25],[ 5.59322034 16.40677966] ; [ 9.40677966 27.59322034],0
