Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,56.51086,[139  32] ; [37 65],[110.24175824  60.75824176] ; [65.75824176 36.24175824],1
n6,1,0.001199,10.491966,[135  36] ; [62 40],[123.3956044  47.6043956] ; [73.6043956 28.3956044],0
v1,1,0.014341,5.995628,[76 91] ; [30 69],[ 66.54887218 100.45112782] ; [39.45112782 59.54887218],0
a2,1,0.028446,4.800826,[ 34 137] ; [10 92],[ 27.56043956 143.43956044] ; [16.43956044 85.56043956],0
p10,1,0.039787,4.226938,[111  57] ; [54 47],[103.04832714  64.95167286] ; [61.95167286 39.04832714],0
a6,1,0.042561,4.112765,[118  53] ; [58 44],[110.24175824  60.75824176] ; [65.75824176 36.24175824],0
n1,1,0.047148,3.940092,[21 35] ; [ 7 31],[16.68085106 39.31914894] ; [11.31914894 26.68085106],0
v3,1,0.058807,3.570708,[ 49 116] ; [19 80],[ 42.5 122.5] ; [25.5 73.5],0
d4,1,0.073367,3.206035,[120  50] ; [82 20],[126.25  43.75] ; [75.75 26.25],0
a5,1,0.080878,3.047168,[104  67] ; [51 51],[97.08791209 73.91208791] ; [57.91208791 44.08791209],0
p11,1,0.087515,2.919501,[118  53] ; [60 42],[111.49450549  59.50549451] ; [66.50549451 35.49450549],0
s8,1,0.118803,2.433037,[ 19 152] ; [18 83],[ 23.26102941 147.73897059] ; [13.73897059 87.26102941],0
u3,1,0.125327,2.349457,[28 37] ; [25 18],[31.89814815 33.10185185] ; [21.10185185 21.89814815],0
v4,1,0.136783,2.213786,[143  28] ; [91 10],[147.11029412  23.88970588] ; [86.88970588 14.11029412],0
s1,1,0.14439,2.13054,[  2 164] ; [ 4 98],[  3.71641791 162.28358209] ; [ 2.28358209 99.71641791],0
r3,1,0.151643,2.055645,[142  27] ; [92 10],[145.92619926  23.07380074] ; [88.07380074 13.92619926],0
p5,1,0.17668,1.825334,[  9 161] ; [  2 100],[  6.875 163.125] ; [ 4.125 97.875],0
a4,1,0.184753,1.758969,[70 99] ; [34 68],[ 64.85608856 104.14391144] ; [39.14391144 62.85608856],0
p3,1,0.202443,1.624663,[ 49 121] ; [22 79],[ 44.53874539 125.46125461] ; [26.46125461 74.53874539],0
p1,1,0.223409,1.482339,[ 13 158] ; [ 4 98],[ 10.64835165 160.35164835] ; [ 6.35164835 95.64835165],0
d2,1,0.252434,1.309783,[69 98] ; [35 67],[ 64.56505576 102.43494424] ; [39.43494424 62.56505576],0
d5,1,0.262646,1.254757,[126  45] ; [68 33],[121.96323529  49.03676471] ; [72.03676471 28.96323529],0
b1,1,0.274837,1.192443,[ 64 107] ; [45 57],[ 68.27472527 102.72527473] ; [40.72527473 61.27472527],0
a8,1,0.279089,1.171519,[ 18 142] ; [ 7 91],[ 15.50387597 144.49612403] ; [ 9.49612403 88.50387597],0
n2,1,0.333703,0.934474,[43 15] ; [24 13],[40.90526316 17.09473684] ; [26.09473684 10.90526316],0
p9,1,0.337572,0.91963,[116  52] ; [64 37],[112.41635688  55.58364312] ; [67.58364312 33.41635688],0
p12,1,0.339689,0.911603,[  7 164] ; [  2 100],[  5.63736264 165.36263736] ; [ 3.36263736 98.63736264],0
p6,1,0.342648,0.900499,[ 25 142] ; [11 90],[ 22.43283582 144.56716418] ; [13.56716418 87.43283582],0
s2,1,0.374438,0.788882,[ 44 123] ; [32 70],[ 47.18215613 119.81784387] ; [28.81784387 73.18215613],0
p2,1,0.388084,0.744938,[109  60] ; [71 31],[112.25092251  56.74907749] ; [67.74907749 34.25092251],0
a3,1,0.422359,0.643742,[106  64] ; [58 43],[102.87822878  67.12177122] ; [61.12177122 39.87822878],0
u2,1,0.450818,0.568594,[29 34] ; [23 20],[30.90566038 32.09433962] ; [21.09433962 21.90566038],0
s6,1,0.45933,0.547527,[79 92] ; [42 59],[76.06985294 94.93014706] ; [44.93014706 56.06985294],0
u1,1,0.465009,0.533811,[ 18 153] ; [ 8 94],[ 16.28571429 154.71428571] ; [ 9.71428571 92.28571429],0
b4,1,0.476388,0.507121,[108  63] ; [60 42],[105.23076923  65.76923077] ; [62.76923077 39.23076923],0
r4,1,0.56742,0.327019,[131  40] ; [75 27],[129.03296703  41.96703297] ; [76.96703297 25.03296703],0
r2,1,0.592912,0.285819,[150  20] ; [86 14],[148.59259259  21.40740741] ; [87.40740741 12.59259259],0
s4,1,0.597125,0.279354,[ 24 144] ; [17 85],[ 25.51111111 142.48888889] ; [15.48888889 86.51111111],0
a1,1,0.602425,0.271354,[ 11 160] ; [ 5 97],[ 10.02197802 160.97802198] ; [ 5.97802198 96.02197802],0
a7,1,0.61043,0.259549,[111  59] ; [69 32],[112.91512915  57.08487085] ; [67.08487085 33.91512915],0
r1,1,0.61043,0.259549,[111  59] ; [69 32],[112.91512915  57.08487085] ; [67.08487085 33.91512915],0
p4,1,0.662582,0.190403,[ 56 114] ; [31 71],[ 54.375 115.625] ; [32.625 69.375],0
v2,1,0.664437,0.188179,[67 92] ; [44 54],[68.67315175 90.32684825] ; [42.32684825 55.67315175],0
u4,1,0.710791,0.137488,[  1 170] ; [  1 101],[  1.25274725 169.74725275] ; [  0.74725275 101.25274725],0
