Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.037874,4.310665,[ 4 22] ; [2 1],[ 5.37931034 20.62068966] ; [0.62068966 2.37931034],0
d2,1,0.158868,1.984972,[ 7 19] ; [2 1],[ 8.06896552 17.93103448] ; [0.93103448 2.06896552],0
p1,1,0.167337,1.90664,[ 2 24] ; [1 2],[ 2.68965517 23.31034483] ; [0.31034483 2.68965517],0
b1,1,0.278664,1.173595,[17  9] ; [1 2],[16.13793103  9.86206897] ; [1.86206897 1.13793103],0
p7,1,0.278664,1.173595,[ 9 17] ; [2 1],[ 9.86206897 16.13793103] ; [1.13793103 1.86206897],0
s6,1,0.278664,1.173595,[ 9 17] ; [2 1],[ 9.86206897 16.13793103] ; [1.13793103 1.86206897],0
n5,1,0.347627,0.882102,[10 16] ; [2 1],[10.75862069 15.24137931] ; [1.24137931 1.75862069],0
s7,1,0.359608,0.839262,[ 3 20] ; [1 2],[ 3.53846154 19.46153846] ; [0.46153846 2.53846154],0
a6,1,0.421806,0.645279,[11 15] ; [2 1],[11.65517241 14.34482759] ; [1.34482759 1.65517241],0
p2,1,0.421806,0.645279,[11 15] ; [2 1],[11.65517241 14.34482759] ; [1.34482759 1.65517241],0
u2,1,0.453388,0.562169,[6 8] ; [2 1],[6.58823529 7.41176471] ; [1.41176471 1.58823529],0
p6,1,0.483522,0.490909,[ 4 20] ; [1 2],[ 4.44444444 19.55555556] ; [0.55555556 2.44444444],0
d5,1,0.500802,0.453236,[14 12] ; [1 2],[13.44827586 12.55172414] ; [1.55172414 1.44827586],0
v4,1,0.500802,0.453236,[12 14] ; [2 1],[12.55172414 13.44827586] ; [1.44827586 1.55172414],0
r3,1,0.58438,0.299206,[13 13] ; [1 2],[12.55172414 13.44827586] ; [1.44827586 1.55172414],0
n4,1,0.58438,0.299206,[13 13] ; [1 2],[12.55172414 13.44827586] ; [1.44827586 1.55172414],0
p8,1,0.594853,0.282828,[ 5 20] ; [1 2],[ 5.35714286 19.64285714] ; [0.64285714 2.35714286],0
n6,1,0.672452,0.178748,[12 14] ; [1 2],[11.65517241 14.34482759] ; [1.34482759 1.65517241],0
v1,1,0.69426,0.154512,[ 6 20] ; [1 2],[ 6.27586207 19.72413793] ; [0.72413793 2.27586207],0
p3,1,0.724263,0.124444,[ 6 19] ; [1 2],[ 6.25 18.75] ; [0.75 2.25],0
d4,1,0.765064,0.089304,[15 11] ; [2 1],[15.24137931 10.75862069] ; [1.75862069 1.24137931],0
s2,1,0.814041,0.055327,[ 7 19] ; [1 2],[ 7.17241379 18.82758621] ; [0.82758621 2.17241379],0
b4,1,0.86239,0.030044,[16 10] ; [2 1],[16.13793103  9.86206897] ; [1.86206897 1.13793103],0
u3,1,0.86952,0.026984,[ 4 10] ; [1 2],[4.11764706 9.88235294] ; [0.88235294 2.11764706],0
p4,1,0.927575,0.008262,[ 8 18] ; [1 2],[ 8.06896552 17.93103448] ; [0.93103448 2.06896552],0
s3,1,0.962732,0.002183,[ 8 17] ; [1 2],[ 8.03571429 16.96428571] ; [0.96428571 2.03571429],0
