Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.001106,10.641328,[9 1] ; [ 5 14],[4.82758621 5.17241379] ; [9.17241379 9.82758621],0
s6,1,0.002187,9.385346,[8 2] ; [ 4 15],[4.13793103 5.86206897] ; [ 7.86206897 11.13793103],0
p11,1,0.013128,6.151779,[8 2] ; [ 6 13],[4.82758621 5.17241379] ; [9.17241379 9.82758621],0
r4,1,0.018218,5.575017,[5 5] ; [ 2 17],[2.4137931 7.5862069] ; [ 4.5862069 14.4137931],0
p2,1,0.044183,4.049557,[9 1] ; [10  9],[6.55172414 3.44827586] ; [12.44827586  6.55172414],0
b4,1,0.07558,3.157469,[4 6] ; [14  5],[6.20689655 3.79310345] ; [11.79310345  7.20689655],0
u2,1,0.09073,2.861376,[6 1] ; [4 5],[4.375 2.625] ; [5.625 3.375],0
r3,1,0.124238,2.363064,[9 1] ; [12  7],[7.24137931 2.75862069] ; [13.75862069  5.24137931],0
s8,1,0.147569,2.097198,[4 6] ; [ 3 16],[2.4137931 7.5862069] ; [ 4.5862069 14.4137931],0
u3,1,0.152338,2.048677,[4 3] ; [2 7],[2.625 4.375] ; [3.375 5.625],0
p3,1,0.171857,1.866667,[4 6] ; [ 3 15],[2.5 7.5] ; [ 4.5 13.5],0
s5,1,0.186978,1.741272,[3 7] ; [ 2 17],[1.72413793 8.27586207] ; [ 3.27586207 15.72413793],0
v3,1,0.186978,1.741272,[3 7] ; [ 2 17],[1.72413793 8.27586207] ; [ 3.27586207 15.72413793],0
a4,1,0.196787,1.666063,[1 9] ; [ 6 13],[2.4137931 7.5862069] ; [ 4.5862069 14.4137931],0
n4,1,0.202156,1.626731,[5 5] ; [ 5 14],[3.44827586 6.55172414] ; [ 6.55172414 12.44827586],0
a1,1,0.215492,1.534143,[2 8] ; [ 1 18],[1.03448276 8.96551724] ; [ 1.96551724 17.03448276],0
a5,1,0.233297,1.420648,[6 4] ; [ 7 12],[4.48275862 5.51724138] ; [ 8.51724138 10.48275862],0
a3,1,0.244092,1.356807,[3 7] ; [10  9],[4.48275862 5.51724138] ; [ 8.51724138 10.48275862],0
n1,1,0.252244,1.310833,[2 3] ; [1 7],[1.15384615 3.84615385] ; [1.84615385 6.15384615],0
s2,1,0.277877,1.177444,[4 6] ; [ 4 15],[2.75862069 7.24137931] ; [ 5.24137931 13.75862069],0
d1,1,0.351425,0.868304,[2 8] ; [ 7 12],[3.10344828 6.89655172] ; [ 5.89655172 13.10344828],0
a6,1,0.359339,0.840201,[6 4] ; [ 8 11],[4.82758621 5.17241379] ; [9.17241379 9.82758621],0
s7,1,0.366444,0.815686,[3 6] ; [ 3 14],[2.07692308 6.92307692] ; [ 3.92307692 13.07692308],0
d4,1,0.369219,0.806293,[7 3] ; [16  3],[7.93103448 2.06896552] ; [15.06896552  3.93103448],0
p9,1,0.494084,0.467621,[5 5] ; [ 7 12],[4.13793103 5.86206897] ; [ 7.86206897 11.13793103],0
a7,1,0.494084,0.467621,[5 5] ; [12  7],[5.86206897 4.13793103] ; [11.13793103  7.86206897],0
p10,1,0.494084,0.467621,[5 5] ; [ 7 12],[4.13793103 5.86206897] ; [ 7.86206897 11.13793103],0
n3,1,0.505985,0.442361,[4 1] ; [5 3],[3.46153846 1.53846154] ; [5.53846154 2.46153846],0
v4,1,0.523094,0.407788,[7 3] ; [11  8],[6.20689655 3.79310345] ; [11.79310345  7.20689655],0
v2,1,0.592516,0.286432,[3 7] ; [ 4 15],[2.4137931 7.5862069] ; [ 4.5862069 14.4137931],0
d2,1,0.592516,0.286432,[3 7] ; [ 4 15],[2.4137931 7.5862069] ; [ 4.5862069 14.4137931],0
b2,1,0.622252,0.242716,[1 5] ; [3 8],[1.41176471 4.58823529] ; [2.58823529 8.41176471],0
b3,1,0.622252,0.242716,[1 5] ; [3 8],[1.41176471 4.58823529] ; [2.58823529 8.41176471],0
s1,1,0.632305,0.228947,[1 9] ; [ 1 18],[0.68965517 9.31034483] ; [ 1.31034483 17.68965517],0
v1,1,0.650198,0.205651,[4 6] ; [ 6 13],[3.44827586 6.55172414] ; [ 6.55172414 12.44827586],0
a8,1,0.66171,0.191453,[1 9] ; [ 1 17],[0.71428571 9.28571429] ; [ 1.28571429 16.71428571],0
d5,1,0.684498,0.165106,[5 5] ; [11  8],[5.51724138 4.48275862] ; [10.48275862  8.51724138],0
p4,1,0.684498,0.165106,[5 5] ; [ 8 11],[4.48275862 5.51724138] ; [ 8.51724138 10.48275862],0
b1,1,0.712531,0.135762,[7 3] ; [12  7],[6.55172414 3.44827586] ; [12.44827586  6.55172414],0
n2,1,0.724939,0.12381,[3 2] ; [4 4],[2.69230769 2.30769231] ; [4.30769231 3.69230769],0
r1,1,0.867695,0.027751,[4 6] ; [ 7 12],[3.79310345 6.20689655] ; [ 7.20689655 11.79310345],0
d3,1,0.867695,0.027751,[6 4] ; [12  7],[6.20689655 3.79310345] ; [11.79310345  7.20689655],0
s3,1,0.900744,0.015556,[3 7] ; [ 5 13],[2.85714286 7.14285714] ; [ 5.14285714 12.85714286],0
n6,1,0.912875,0.011971,[4 6] ; [ 8 11],[4.13793103 5.86206897] ; [ 7.86206897 11.13793103],0
b5,1,0.912875,0.011971,[6 4] ; [11  8],[5.86206897 4.13793103] ; [11.13793103  7.86206897],0
