Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,5e-06,20.694735,[16 27] ; [67 19],[27.66666667 15.33333333] ; [55.33333333 30.66666667],1
a4,1,0.708065,0.140217,[19 24] ; [41 45],[20. 23.] ; [40. 46.],0
u2,1,0.718432,0.13,[11  7] ; [14  7],[11.53846154  6.46153846] ; [13.46153846  7.53846154],0
p5,1,0.730832,0.118349,[ 6 37] ; [14 72],[ 6.66666667 36.33333333] ; [13.33333333 72.66666667],0
p9,1,0.740599,0.109601,[35  8] ; [72 14],[35.66666667  7.33333333] ; [71.33333333 14.66666667],0
a1,1,0.796305,0.066632,[ 3 40] ; [ 5 81],[ 2.66666667 40.33333333] ; [ 5.33333333 80.66666667],0
r3,1,0.822089,0.050562,[40  3] ; [79  5],[40.29133858  2.70866142] ; [78.70866142  5.29133858],0
r2,1,0.835288,0.043232,[40  3] ; [78  5],[40.26984127  2.73015873] ; [77.73015873  5.26984127],0
r4,1,0.853971,0.033876,[37  6] ; [75 11],[37.33333333  5.66666667] ; [74.66666667 11.33333333],0
p10,1,0.856468,0.032715,[33 10] ; [64 21],[32.5859375 10.4140625] ; [64.4140625 20.5859375],0
p8,1,0.897067,0.016736,[27 16] ; [55 31],[27.33333333 15.66666667] ; [54.66666667 31.33333333],0
d2,1,0.900905,0.015505,[22 21] ; [43 43],[21.66666667 21.33333333] ; [43.33333333 42.66666667],0
n1,1,0.926661,0.008473,[ 5 10] ; [ 8 15],[5.13157895 9.86842105] ; [ 7.86842105 15.13157895],0
n5,1,0.968874,0.001523,[31 12] ; [61 24],[30.90625 12.09375] ; [61.09375 23.90625],0
s1,1,0.977792,0.000775,[ 2 41] ; [ 4 80],[ 2.03149606 40.96850394] ; [ 3.96850394 80.03149606],0
p11,1,1.0,0.0,[32 11] ; [64 22],[32. 11.] ; [64. 22.],0
