Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,29.690014,[61 74] ; [162  57],[85.04237288 49.95762712] ; [137.95762712  81.04237288],1
v3,1,9e-06,19.821236,[44 92] ; [124  95],[64.36056338 71.63943662] ; [103.63943662 115.36056338],1
n5,1,0.001719,9.82794,[103  35] ; [196  28],[113.98342541  24.01657459] ; [185.01657459  38.98342541],0
d5,1,0.003792,8.380736,[106  33] ; [196  27],[115.96132597  23.03867403] ; [186.03867403  36.96132597],0
d1,1,0.004548,8.051099,[73 66] ; [151  73],[85.77410468 53.22589532] ; [138.22589532  85.77410468],0
n1,1,0.01071,6.512884,[ 6 23] ; [14 12],[10.54545455 18.45454545] ; [ 9.45454545 16.54545455],0
n2,1,0.013107,6.154675,[17 12] ; [23  3],[21.09090909  7.90909091] ; [18.90909091  7.09090909],0
d4,1,0.013274,6.132193,[107  32] ; [194  29],[115.57734807  23.42265193] ; [185.42265193  37.57734807],0
b5,1,0.018982,5.503215,[65 74] ; [133  91],[75.81818182 63.18181818] ; [122.18181818 101.81818182],0
p10,1,0.019108,5.491568,[121  17] ; [210  12],[126.88333333  11.11666667] ; [204.11666667  17.88333333],0
s8,1,0.03097,4.65463,[62 75] ; [127  96],[71.925 65.075] ; [117.075 105.925],0
r4,1,0.03468,4.460846,[124  15] ; [213  11],[129.04407713   9.95592287] ; [207.95592287  16.04407713],0
p6,1,0.054492,3.69756,[59 79] ; [116 102],[67.83707865 70.16292135] ; [107.16292135 110.83707865],0
a3,1,0.054779,3.688811,[98 41] ; [177  46],[105.59392265  33.40607735] ; [169.40607735  53.59392265],0
n4,1,0.073679,3.199101,[112  27] ; [196  28],[117.93939394  21.06060606] ; [190.06060606  33.93939394],0
b2,1,0.079069,3.083933,[30 57] ; [71 83],[36.46058091 50.53941909] ; [64.53941909 89.46058091],0
b3,1,0.079069,3.083933,[30 57] ; [71 83],[36.46058091 50.53941909] ; [64.53941909 89.46058091],0
p9,1,0.088883,2.894497,[124  14] ; [211  12],[128.06094183   9.93905817] ; [206.93905817  16.06094183],0
d3,1,0.106028,2.612453,[88 51] ; [160  64],[94.96418733 44.03581267] ; [153.03581267  70.96418733],0
u3,1,0.132031,2.268461,[20 20] ; [31 16],[23.44827586 16.55172414] ; [27.55172414 19.44827586],0
r3,1,0.142624,2.14942,[131   7] ; [219   5],[133.42541436   4.57458564] ; [216.57458564   7.42541436],0
s2,1,0.151547,2.056614,[67 71] ; [125  97],[73.6 64.4] ; [118.4 103.6],0
s5,1,0.170092,1.882132,[48 85] ; [ 94 122],[54.11461318 78.88538682] ; [ 87.88538682 128.11461318],0
a8,1,0.195933,1.672435,[ 13 116] ; [ 30 170],[ 16.86018237 112.13981763] ; [ 26.13981763 173.86018237],0
s7,1,0.197225,1.662806,[70 62] ; [128  85],[75.75652174 56.24347826] ; [122.24347826  90.75652174],0
d2,1,0.223946,1.478902,[63 75] ; [117 107],[68.61878453 69.38121547] ; [111.38121547 112.61878453],0
p8,1,0.229668,1.442916,[93 45] ; [162  59],[98.02228412 39.97771588] ; [156.97771588  64.02228412],0
p2,1,0.251306,1.316026,[122  17] ; [204  19],[125.17679558  13.82320442] ; [200.82320442  22.17679558],0
v4,1,0.254709,1.29729,[132   6] ; [219   5],[133.80662983   4.19337017] ; [217.19337017   6.80662983],0
p7,1,0.288356,1.127283,[106  32] ; [180  41],[109.93871866  28.06128134] ; [176.06128134  44.93871866],0
p12,1,0.295195,1.095778,[ 13 125] ; [ 29 193],[ 16.1 121.9] ; [ 25.9 196.1],0
n6,1,0.301037,1.069594,[121  17] ; [204  20],[123.89502762  14.10497238] ; [201.10497238  22.89502762],0
r2,1,0.318634,0.994545,[129   8] ; [214   8],[130.89415042   6.10584958] ; [212.10584958   9.89415042],0
a5,1,0.353041,0.862496,[108  31] ; [183  41],[111.42975207  27.57024793] ; [179.57024793  44.42975207],0
u1,1,0.41771,0.65675,[ 29 110] ; [ 55 169],[ 32.16528926 106.83471074] ; [ 51.83471074 172.16528926],0
r1,1,0.531185,0.392124,[111  27] ; [186  38],[113.22099448  24.77900552] ; [183.77900552  40.22099448],0
p5,1,0.538061,0.379145,[ 25 114] ; [ 46 177],[ 27.26243094 111.73756906] ; [ 43.73756906 179.26243094],0
b4,1,0.540562,0.374498,[78 61] ; [133  91],[80.79614325 58.20385675] ; [130.20385675  93.79614325],0
a4,1,0.56472,0.331598,[63 76] ; [108 115],[65.66022099 73.33977901] ; [105.33977901 117.66022099],0
u2,1,0.591808,0.287529,[25 16] ; [26 21],[23.76136364 17.23863636] ; [27.23863636 19.76136364],0
a6,1,0.60288,0.270675,[102  37] ; [158  65],[99.83425414 39.16574586] ; [160.16574586  62.83425414],0
a7,1,0.630136,0.231876,[99 40] ; [164  59],[100.98618785  38.01381215] ; [162.01381215  60.98618785],0
p4,1,0.672256,0.178975,[113  26] ; [186  38],[114.49311295  24.50688705] ; [184.50688705  39.49311295],0
p1,1,0.714784,0.133545,[ 18 121] ; [ 26 197],[ 16.89502762 122.10497238] ; [ 27.10497238 195.89502762],0
s4,1,0.737621,0.112228,[ 25 113] ; [ 37 184],[ 23.83286908 114.16713092] ; [ 38.16713092 182.83286908],0
s3,1,0.744075,0.106578,[82 55] ; [129  93],[80.52089136 56.47910864] ; [130.47910864  91.52089136],0
a2,1,0.780275,0.077819,[ 36 103] ; [ 61 163],[ 37.14325069 101.85674931] ; [ 59.85674931 164.14325069],0
s6,1,0.80278,0.062375,[93 40] ; [158  64],[94.03661972 38.96338028] ; [156.96338028  65.03661972],0
s1,1,0.812822,0.056068,[  5 134] ; [  7 216],[  4.60773481 134.39226519] ; [  7.39226519 215.60773481],0
n3,1,0.812864,0.056043,[22  7] ; [19  7],[21.61818182  7.38181818] ; [19.38181818  6.61818182],0
a1,1,0.931887,0.007305,[  9 130] ; [ 14 210],[  8.80716253 130.19283747] ; [ 14.19283747 209.80716253],0
b1,1,0.983545,0.000425,[56 83] ; [ 90 134],[55.90633609 83.09366391] ; [ 90.09366391 133.90633609],0
