Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,150.81442,[118 185] ; [305  54],[193.60876133 109.39123867] ; [229.39123867 129.60876133],1
p8,1,0.0,51.36492,[124 174] ; [248 109],[169.24580153 128.75419847] ; [202.75419847 154.24580153],1
p7,1,0.0,46.131613,[156 139] ; [278  78],[196.66666667  98.33333333] ; [237.33333333 118.66666667],1
p6,1,0.0,37.859432,[ 85 217] ; [184 171],[123.6499239 178.3500761] ; [145.3500761 209.6499239],1
p5,1,0.0,27.613506,[ 19 284] ; [ 73 283],[ 42.30045524 260.69954476] ; [ 49.69954476 306.30045524],1
s7,1,5e-06,20.787849,[128 169] ; [208 132],[156.65934066 140.34065934] ; [179.34065934 160.65934066],1
n4,1,5.2e-05,16.35567,[229  75] ; [314  45],[248.97737557  55.02262443] ; [294.02262443  64.97737557],1
n5,1,8.8e-05,15.381753,[229  75] ; [312  46],[248.43504532  55.56495468] ; [292.56495468  65.43504532],1
u1,1,9.3e-05,15.270531,[ 39 266] ; [ 89 270],[ 58.79518072 246.20481928] ; [ 69.20481928 289.79518072],1
v3,1,0.000105,15.047844,[ 97 197] ; [167 180],[121.08580343 172.91419657] ; [142.91419657 204.08580343],1
s8,1,0.000224,13.615631,[124 180] ; [197 160],[147.63086233 156.36913767] ; [173.36913767 183.63086233],1
v1,1,0.000231,13.557657,[146 152] ; [220 127],[169.09767442 128.90232558] ; [196.90232558 150.09767442],1
b1,1,0.000536,11.985367,[ 81 224] ; [141 218],[101.97289157 203.02710843] ; [120.02710843 238.97289157],1
p1,1,0.000808,11.221792,[ 16 288] ; [ 46 311],[ 28.51437216 275.48562784] ; [ 33.48562784 323.51437216],1
a3,1,0.00096,10.902401,[204  99] ; [281  76],[222.65909091  80.34090909] ; [262.34090909  94.65909091],1
p12,1,0.001033,10.768205,[ 17 287] ; [ 47 310],[ 29.43419062 274.56580938] ; [ 34.56580938 322.43419062],0
p10,1,0.001112,10.631347,[269  34] ; [341  16],[280.04545455  22.95454545] ; [329.95454545  27.04545455],0
d5,1,0.001271,10.383599,[234  70] ; [310  48],[249.81268882  54.18731118] ; [294.18731118  63.81268882],0
d1,1,0.001343,10.28291,[165 140] ; [238 121],[185.11295181 119.88704819] ; [217.88704819 141.11295181],0
a5,1,0.001972,9.575355,[216  89] ; [291  68],[232.88403614  72.11596386] ; [274.11596386  84.88403614],0
s5,1,0.002518,9.127412,[ 91 202] ; [146 196],[109.35590551 183.64409449] ; [127.64409449 214.35590551],0
p2,1,0.002518,9.127314,[253  51] ; [325  32],[265.82753404  38.17246596] ; [312.17246596  44.82753404],0
d2,1,0.003373,8.593598,[133 172] ; [197 161],[151.80995475 153.19004525] ; [178.19004525 179.80995475],0
v2,1,0.008197,6.989913,[152 136] ; [221 129],[168.37617555 119.62382445] ; [204.62382445 145.37617555],0
p11,1,0.015977,5.805411,[248  57] ; [316  43],[259.06626506  45.93373494] ; [304.93373494  54.06626506],0
s6,1,0.016799,5.717253,[198 101] ; [261  88],[211.79166667  87.20833333] ; [247.20833333 101.79166667],0
a2,1,0.017178,5.678116,[ 63 242] ; [103 256],[ 76.25 228.75] ; [ 89.75 269.25],0
b5,1,0.020894,5.335652,[196 109] ; [199 160],[181.43825301 123.56174699] ; [213.56174699 145.43825301],0
u3,1,0.027631,4.850925,[47 53] ; [49 28],[54.23728814 45.76271186] ; [41.76271186 35.23728814],0
a1,1,0.0731,3.212012,[  9 296] ; [ 21 338],[ 13.78012048 291.21987952] ; [ 16.21987952 342.78012048],0
r2,1,0.079187,3.081502,[282  19] ; [342  12],[286.75419847  14.24580153] ; [337.24580153  16.75419847],0
a4,1,0.080413,3.056532,[133 171] ; [181 177],[144.19335347 159.80664653] ; [169.80664653 188.19335347],0
s2,1,0.097778,2.741413,[151 151] ; [201 155],[161.556231 140.443769] ; [190.443769 165.556231],0
u2,1,0.112528,2.518357,[47 53] ; [46 32],[52.24719101 47.75280899] ; [40.75280899 37.24719101],0
d4,1,0.145928,2.114311,[246  59] ; [304  54],[253.01659125  51.98340875] ; [296.98340875  61.01659125],0
r1,1,0.154587,2.026395,[236  68] ; [293  64],[243.29198185  60.70801815] ; [285.70801815  71.29198185],0
s3,1,0.155857,2.013968,[164 136] ; [213 141],[172.93577982 127.06422018] ; [204.06422018 149.93577982],0
b3,1,0.189773,1.719379,[ 61 107] ; [101 135],[ 67.36633663 100.63366337] ; [ 94.63366337 141.36633663],0
b2,1,0.189773,1.719379,[ 61 107] ; [101 135],[ 67.36633663 100.63366337] ; [ 94.63366337 141.36633663],0
a6,1,0.21936,1.508552,[202 103] ; [253 105],[209.31372549  95.68627451] ; [245.68627451 112.31372549],0
u4,1,0.274194,1.195644,[  6 299] ; [ 12 346],[  8.28054299 296.71945701] ; [  9.71945701 348.28054299],0
r4,1,0.295964,1.092292,[278  27] ; [335  24],[281.57379518  23.42620482] ; [331.42620482  27.57379518],0
n2,1,0.464513,0.534998,[66 20] ; [37 15],[64.1884058 21.8115942] ; [38.8115942 13.1884058],0
n1,1,0.549752,0.357762,[30 55] ; [21 31],[31.64233577 53.35766423] ; [19.35766423 32.64233577],0
d3,1,0.584287,0.299355,[210  94] ; [255 104],[213.21266968  90.78733032] ; [251.78733032 107.21266968],0
s4,1,0.59381,0.284434,[ 56 246] ; [ 60 294],[ 53.40243902 248.59756098] ; [ 62.59756098 291.40243902],0
n3,1,0.604044,0.26894,[62 23] ; [40 12],[63.28467153 21.71532847] ; [38.71532847 13.28467153],0
a7,1,0.681502,0.16844,[219  85] ; [263  95],[221.34138973  82.65861027] ; [260.65861027  97.34138973],0
v4,1,0.682032,0.167847,[291  12] ; [345  12],[291.98181818  11.01818182] ; [344.01818182  12.98181818],0
s1,1,0.702564,0.145818,[  9 290] ; [  9 348],[  8.20426829 290.79573171] ; [  9.79573171 347.20426829],0
a8,1,0.806451,0.060028,[ 42 239] ; [ 46 277],[ 40.94039735 240.05960265] ; [ 47.05960265 275.94039735],0
r3,1,0.953744,0.003365,[294  10] ; [344  12],[293.86666667  10.13333333] ; [344.13333333  11.86666667],0
b4,1,0.9617,0.002306,[177 128] ; [209 150],[177.30421687 127.69578313] ; [208.69578313 150.30421687],0
