Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000292,13.119625,[14  9] ; [18 65],[ 6.94339623 16.05660377] ; [25.05660377 57.94339623],1
s6,1,0.000618,11.720577,[19  5] ; [35 53],[11.57142857 12.42857143] ; [42.42857143 45.57142857],1
b4,1,0.001587,9.974411,[22  2] ; [50 38],[15.42857143  8.57142857] ; [56.57142857 31.42857143],0
s2,1,0.002484,9.152627,[13 10] ; [21 67],[ 7.04504505 15.95495495] ; [26.95495495 61.04504505],0
s3,1,0.003002,8.806518,[16  7] ; [31 57],[ 9.73873874 13.26126126] ; [37.26126126 50.73873874],0
p10,1,0.027212,4.877279,[11 13] ; [20 67],[ 6.7027027 17.2972973] ; [24.2972973 62.7027027],0
p2,1,0.045992,3.981902,[19  5] ; [50 38],[14.78571429  9.21428571] ; [54.21428571 33.78571429],0
n5,1,0.046118,3.977273,[18  6] ; [46 42],[13.71428571 10.28571429] ; [50.28571429 37.71428571],0
s5,1,0.058346,3.583777,[ 6 16] ; [10 78],[ 3.2 18.8] ; [12.8 75.2],0
n6,1,0.062371,3.47318,[20  4] ; [55 32],[16.21621622  7.78378378] ; [58.78378378 28.21621622],0
p11,1,0.065436,3.393939,[16  8] ; [40 48],[12. 12.] ; [44. 44.],0
n2,1,0.086479,2.938722,[7 1] ; [18 15],[4.87804878 3.12195122] ; [20.12195122 12.87804878],0
u3,1,0.112322,2.521242,[6 1] ; [17 15],[4.12820513 2.87179487] ; [18.87179487 13.12820513],0
a6,1,0.120783,2.407132,[20  4] ; [59 29],[16.92857143  7.07142857] ; [62.07142857 25.92857143],0
r4,1,0.133673,2.249317,[21  3] ; [64 24],[18.21428571  5.78571429] ; [66.78571429 21.21428571],0
p4,1,0.13943,2.184234,[14 10] ; [36 51],[10.81081081 13.18918919] ; [39.18918919 47.81081081],0
u2,1,0.158088,1.992422,[5 2] ; [13 18],[3.31578947 3.68421053] ; [14.68421053 16.31578947],0
r3,1,0.163734,1.939394,[23  1] ; [75 13],[21.  3.] ; [77. 11.],0
p8,1,0.176151,1.829797,[11 13] ; [27 60],[ 8.21621622 15.78378378] ; [29.78378378 57.21621622],0
v3,1,0.185229,1.755163,[10 14] ; [24 63],[ 7.35135135 16.64864865] ; [26.64864865 60.35135135],0
d5,1,0.192378,1.69931,[21  3] ; [66 22],[18.64285714  5.35714286] ; [68.35714286 19.64285714],0
v2,1,0.193797,1.688515,[13 10] ; [36 51],[10.24545455 12.75454545] ; [38.75454545 48.24545455],0
r2,1,0.199206,1.648183,[23  1] ; [76 12],[21.21428571  2.78571429] ; [77.78571429 10.21428571],0
s4,1,0.236092,1.403781,[ 5 19] ; [10 77],[ 3.24324324 20.75675676] ; [11.75675676 75.24324324],0
u1,1,0.236687,1.400216,[ 6 18] ; [13 75],[ 4.07142857 19.92857143] ; [14.92857143 73.07142857],0
b1,1,0.245838,1.346801,[16  8] ; [47 41],[13.5 10.5] ; [49.5 38.5],0
n1,1,0.308063,1.038961,[4 3] ; [12 21],[2.8 4.2] ; [13.2 19.8],0
v4,1,0.347153,0.883838,[22  2] ; [74 14],[20.57142857  3.42857143] ; [75.42857143 12.57142857],0
d3,1,0.390577,0.737145,[15  9] ; [63 25],[16.71428571  7.28571429] ; [61.28571429 26.71428571],0
a4,1,0.393309,0.728688,[ 7 17] ; [34 54],[ 8.78571429 15.21428571] ; [32.21428571 55.78571429],0
a5,1,0.39781,0.714935,[13 11] ; [56 32],[14.78571429  9.21428571] ; [54.21428571 33.78571429],0
a8,1,0.420376,0.649263,[ 1 19] ; [ 9 73],[ 1.96078431 18.03921569] ; [ 8.03921569 73.96078431],0
p1,1,0.424272,0.638452,[ 1 23] ; [ 8 79],[ 1.94594595 22.05405405] ; [ 7.05405405 79.94594595],0
n3,1,0.448271,0.575019,[6 2] ; [20 13],[5.07317073 2.92682927] ; [20.92682927 12.07317073],0
p6,1,0.492318,0.471456,[ 6 17] ; [17 70],[ 4.80909091 18.19090909] ; [18.19090909 68.80909091],0
d1,1,0.531346,0.391817,[14 10] ; [45 43],[12.64285714 11.35714286] ; [46.35714286 41.64285714],0
a3,1,0.55453,0.349264,[17  7] ; [56 31],[15.78378378  8.21621622] ; [57.21621622 29.78378378],0
d2,1,0.64511,0.212121,[13 11] ; [43 45],[12. 12.] ; [44. 44.],0
n4,1,0.649371,0.206694,[17  7] ; [58 30],[16.07142857  7.92857143] ; [58.92857143 29.07142857],0
s1,1,0.66431,0.188331,[ 1 22] ; [ 6 82],[ 1.45045045 21.54954955] ; [ 5.54954955 82.45045045],0
r1,1,0.672286,0.17894,[19  5] ; [66 22],[18.21428571  5.78571429] ; [66.78571429 21.21428571],0
a2,1,0.755285,0.097143,[ 5 19] ; [21 67],[ 5.57142857 18.42857143] ; [20.42857143 67.57142857],0
v1,1,0.755996,0.096561,[ 9 15] ; [30 58],[ 8.35714286 15.64285714] ; [30.64285714 57.35714286],0
b2,1,0.764697,0.089592,[ 5 12] ; [17 34],[ 5.5 11.5] ; [16.5 34.5],0
b3,1,0.764697,0.089592,[ 5 12] ; [17 34],[ 5.5 11.5] ; [16.5 34.5],0
d4,1,0.767995,0.087024,[20  4] ; [71 17],[19.5  4.5] ; [71.5 16.5],0
p3,1,0.771317,0.084479,[ 8 16] ; [26 60],[ 7.41818182 16.58181818] ; [26.58181818 59.41818182],0
b5,1,0.783602,0.075421,[16  8] ; [56 32],[15.42857143  8.57142857] ; [56.57142857 31.42857143],0
a1,1,0.798355,0.065268,[ 2 22] ; [ 6 82],[ 1.71428571 22.28571429] ; [ 6.28571429 81.71428571],0
p5,1,0.867234,0.027947,[ 1 23] ; [ 3 84],[ 0.86486486 23.13513514] ; [ 3.13513514 83.86486486],0
p7,1,0.986284,0.000296,[10 13] ; [38 49],[10.03636364 12.96363636] ; [37.96363636 49.03636364],0
