Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.077528,3.115975,[185  68] ; [3 4],[182.93846154  70.06153846] ; [5.06153846 1.93846154],0
r1,1,0.093132,2.819387,[207  45] ; [4 3],[205.2972973  46.7027027] ; [5.7027027 1.2972973],0
a6,1,0.093894,2.806314,[182  71] ; [3 4],[180.01923077  72.98076923] ; [4.98076923 2.01923077],0
p7,1,0.147067,2.102413,[146 104] ; [6 1],[147.85992218 102.14007782] ; [4.14007782 2.85992218],0
b4,1,0.160604,1.968526,[140 113] ; [2 5],[138.17692308 114.82307692] ; [3.82307692 3.17692308],0
d4,1,0.17707,1.822043,[198  54] ; [4 3],[196.54054054  55.45945946] ; [5.45945946 1.54054054],0
d3,1,0.181049,1.788995,[169  83] ; [3 4],[167.35135135  84.64864865] ; [4.64864865 2.35135135],0
p4,1,0.183513,1.768941,[115 135] ; [5 2],[116.73151751 133.26848249] ; [3.26848249 3.73151751],0
p5,1,0.184827,1.758378,[ 10 240] ; [1 6],[ 10.70038911 239.29961089] ; [0.29961089 6.70038911],0
d1,1,0.187831,1.734545,[136 117] ; [2 5],[134.28461538 118.71538462] ; [3.71538462 3.28461538],0
s5,1,0.236272,1.402698,[ 32 213] ; [2 5],[ 33.05555556 211.94444444] ; [0.94444444 6.05555556],0
n5,1,0.246339,1.343947,[162  89] ; [6 1],[163.44186047  87.55813953] ; [4.55813953 2.44186047],0
b2,1,0.328164,0.956129,[59 93] ; [2 1],[59.81935484 92.18064516] ; [1.18064516 1.81935484],0
b3,1,0.328164,0.956129,[59 93] ; [2 1],[59.81935484 92.18064516] ; [1.18064516 1.81935484],0
v1,1,0.340109,0.910019,[117 133] ; [2 5],[115.75875486 134.24124514] ; [3.24124514 3.75875486],0
a7,1,0.353072,0.862385,[184  68] ; [4 3],[182.91891892  69.08108108] ; [5.08108108 1.91891892],0
b5,1,0.383519,0.759391,[150 103] ; [3 4],[148.88076923 104.11923077] ; [4.11923077 2.88076923],0
a4,1,0.395713,0.721314,[104 149] ; [4 3],[105.09230769 147.90769231] ; [2.90769231 4.09230769],0
s4,1,0.436613,0.605169,[ 17 236] ; [1 6],[ 17.51538462 235.48461538] ; [0.48461538 6.51538462],0
p3,1,0.44429,0.585178,[107 144] ; [4 3],[107.98837209 143.01162791] ; [3.01162791 3.98837209],0
s3,1,0.450245,0.570036,[ 68 183] ; [1 6],[ 67.12790698 183.87209302] ; [1.87209302 5.12790698],0
p1,1,0.474627,0.511184,[ 18 234] ; [1 6],[ 18.48648649 233.51351351] ; [0.51351351 6.48648649],0
d2,1,0.491559,0.473113,[111 141] ; [4 3],[111.89189189 140.10810811] ; [3.10810811 3.89189189],0
a5,1,0.513548,0.42683,[174  79] ; [4 3],[173.20769231  79.79230769] ; [4.79230769 2.20769231],0
p8,1,0.566451,0.328656,[115 134] ; [4 3],[115.74609375 133.25390625] ; [3.25390625 3.74609375],0
v3,1,0.645372,0.211784,[ 89 151] ; [2 5],[ 88.42105263 151.57894737] ; [2.57894737 4.42105263],0
n6,1,0.686547,0.162849,[197  56] ; [5 2],[196.56153846  56.43846154] ; [5.43846154 1.56153846],0
b1,1,0.724882,0.123863,[ 92 161] ; [3 4],[ 92.44230769 160.55769231] ; [2.55769231 4.44230769],0
s7,1,0.731078,0.118124,[ 54 185] ; [1 5],[ 53.65306122 185.34693878] ; [1.34693878 4.65306122],0
p2,1,0.733027,0.11635,[203  49] ; [6 1],[203.35135135  48.64864865] ; [5.64864865 1.35135135],0
v2,1,0.771234,0.084542,[136 107] ; [3 3],[135.65060241 107.34939759] ; [3.34939759 2.65060241],0
a8,1,0.806786,0.059817,[ 26 204] ; [1 6],[ 26.20253165 203.79746835] ; [0.79746835 6.20253165],0
a3,1,0.875744,0.024451,[173  79] ; [5 2],[173.18918919  78.81081081] ; [4.81081081 2.18918919],0
p6,1,0.92722,0.008344,[ 67 181] ; [2 5],[ 67.10588235 180.89411765] ; [1.89411765 5.10588235],0
p10,1,0.986846,0.000272,[180  71] ; [5 2],[179.98062016  71.01937984] ; [5.01937984 1.98062016],0
