Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1.9e-05,18.308652,[62  7] ; [31 24],[51.75 17.25] ; [41.25 13.75],1
a5,1,0.005007,7.876906,[54 15] ; [30 25],[46.74193548 22.25806452] ; [37.25806452 17.74193548],0
b1,1,0.00713,7.23997,[38 31] ; [17 38],[30.60483871 38.39516129] ; [24.39516129 30.60483871],0
p5,1,0.026268,4.938298,[11 58] ; [ 2 53],[ 7.23387097 61.76612903] ; [ 5.76612903 49.23387097],0
u1,1,0.026297,4.936415,[15 54] ; [ 4 51],[10.57258065 58.42741935] ; [ 8.42741935 46.57258065],0
a6,1,0.038286,4.292251,[50 19] ; [30 25],[44.51612903 24.48387097] ; [35.48387097 19.51612903],0
a2,1,0.044164,4.050262,[19 50] ; [ 7 48],[14.46774194 54.53225806] ; [11.53225806 43.46774194],0
p10,1,0.044748,4.02812,[59  9] ; [39 15],[54.62295082 13.37704918] ; [43.37704918 10.62295082],0
p8,1,0.04507,4.016002,[54 15] ; [34 21],[48.96774194 20.03225806] ; [39.03225806 15.96774194],0
n4,1,0.047083,3.942436,[56 13] ; [36 19],[51.19354839 17.80645161] ; [40.80645161 14.19354839],0
b5,1,0.062253,3.476326,[39 30] ; [40 15],[43.95967742 25.04032258] ; [35.04032258 19.95967742],0
p9,1,0.073001,3.214212,[62  7] ; [43 12],[58.42741935 10.57258065] ; [46.57258065  8.42741935],0
r1,1,0.084924,2.968049,[56 12] ; [38 17],[51.96747967 16.03252033] ; [42.03252033 12.96747967],0
u3,1,0.089429,2.884615,[15 10] ; [ 9 16],[12. 13.] ; [12. 13.],0
s5,1,0.160282,1.971562,[21 44] ; [11 42],[17.62711864 47.37288136] ; [14.37288136 38.62711864],0
a7,1,0.175481,1.835485,[55 13] ; [38 16],[51.83606557 16.16393443] ; [41.16393443 12.83606557],0
a8,1,0.240957,1.374985,[ 9 52] ; [ 4 48],[ 7.01769912 53.98230088] ; [ 5.98230088 46.01769912],0
s8,1,0.26269,1.254523,[23 46] ; [13 41],[20.19512195 48.80487805] ; [15.80487805 38.19512195],0
v4,1,0.295417,1.094767,[65  3] ; [50  5],[63.57723577  4.42276423] ; [51.42276423  3.57723577],0
r4,1,0.298984,1.078719,[65  4] ; [49  6],[63.43548387  5.56451613] ; [50.56451613  4.43548387],0
s4,1,0.29918,1.077844,[12 54] ; [ 6 47],[ 9.98319328 56.01680672] ; [ 8.01680672 44.98319328],0
s6,1,0.304692,1.053544,[41 23] ; [29 24],[38.29059829 25.70940171] ; [31.70940171 21.29059829],0
d2,1,0.323399,0.97515,[35 34] ; [23 32],[32.27419355 36.72580645] ; [25.72580645 29.27419355],0
p12,1,0.328835,0.953481,[ 7 61] ; [ 3 52],[ 5.52845528 62.47154472] ; [ 4.47154472 50.52845528],0
a3,1,0.382152,0.763767,[43 26] ; [30 25],[40.62096774 28.37903226] ; [32.37903226 22.62096774],0
n6,1,0.389934,0.739147,[59 10] ; [43 11],[57.2195122 11.7804878] ; [44.7804878  9.2195122],0
v3,1,0.416168,0.661111,[22 46] ; [13 38],[20. 48.] ; [15. 36.],0
n2,1,0.463238,0.538059,[3 2] ; [16  5],[3.65384615 1.34615385] ; [15.34615385  5.65384615],0
p1,1,0.554261,0.349739,[10 59] ; [ 6 49],[ 8.90322581 60.09677419] ; [ 7.09677419 47.90322581],0
v2,1,0.571194,0.320688,[37 30] ; [26 26],[35.47058824 31.52941176] ; [27.52941176 24.47058824],0
a1,1,0.577486,0.310316,[ 4 65] ; [ 2 53],[ 3.33870968 65.66129032] ; [ 2.66129032 52.33870968],0
n5,1,0.588465,0.292748,[49 19] ; [42 13],[50.30894309 17.69105691] ; [40.69105691 14.30894309],0
a4,1,0.594284,0.283704,[34 35] ; [24 30],[32.53658537 36.46341463] ; [25.46341463 28.53658537],0
p11,1,0.613653,0.254889,[58 11] ; [48  7],[58.98387097 10.01612903] ; [47.01612903  7.98387097],0
n3,1,0.656005,0.198413,[4 1] ; [14  6],[3.6 1.4] ; [14.4  5.6],0
s3,1,0.659988,0.193538,[27 41] ; [24 31],[28.19512195 39.80487805] ; [22.80487805 32.19512195],0
d3,1,0.71199,0.136297,[46 23] ; [37 16],[46.94262295 22.05737705] ; [36.05737705 16.94262295],0
p7,1,0.733575,0.115855,[57 11] ; [44 10],[56.29508197 11.70491803] ; [44.70491803  9.29508197],0
r2,1,0.789329,0.071386,[62  4] ; [51  4],[61.63636364  4.36363636] ; [51.36363636  3.63636364],0
r3,1,0.828897,0.046706,[66  2] ; [53  2],[65.78861789  2.21138211] ; [53.21138211  1.78861789],0
d5,1,0.831746,0.04514,[56 13] ; [43 11],[55.53658537 13.46341463] ; [43.46341463 10.53658537],0
s1,1,0.839634,0.04095,[ 1 68] ; [ 1 51],[ 1.14049587 67.85950413] ; [ 0.85950413 51.14049587],0
p2,1,0.847564,0.036951,[61  8] ; [48  7],[60.65322581  8.34677419] ; [48.34677419  6.65322581],0
d4,1,0.87103,0.026357,[56 13] ; [44 11],[55.64516129 13.35483871] ; [44.35483871 10.64516129],0
u4,1,0.879543,0.022967,[ 1 67] ; [ 1 54],[ 1.10569106 66.89430894] ; [ 0.89430894 54.10569106],0
b4,1,0.880066,0.022767,[43 26] ; [35 20],[43.40322581 25.59677419] ; [34.59677419 20.40322581],0
d1,1,0.889262,0.019387,[41 28] ; [32 23],[40.62096774 28.37903226] ; [32.37903226 22.62096774],0
u2,1,0.894949,0.017436,[12 14] ; [12 13],[12.23529412 13.76470588] ; [11.76470588 13.23529412],0
b3,1,0.964483,0.001983,[19 26] ; [10 14],[18.91304348 26.08695652] ; [10.08695652 13.91304348],0
b2,1,0.964483,0.001983,[19 26] ; [10 14],[18.91304348 26.08695652] ; [10.08695652 13.91304348],0
v1,1,0.970896,0.001331,[37 30] ; [30 24],[37.09917355 29.90082645] ; [29.90082645 24.09917355],0
s2,1,0.990019,0.000156,[24 44] ; [19 35],[23.96721311 44.03278689] ; [19.03278689 34.96721311],0
