Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,1e-06,24.766434,[5 5] ; [93  4],[9.1588785 0.8411215] ; [88.8411215  8.1588785],1
r3,1,1.4e-05,18.868005,[6 5] ; [91  5],[9.97196262 1.02803738] ; [87.02803738  8.97196262],1
r4,1,0.000375,12.652296,[5 6] ; [85 12],[9.16666667 1.83333333] ; [80.83333333 16.16666667],1
r1,1,0.008081,7.015447,[4 7] ; [71 24],[7.78301887 3.21698113] ; [67.21698113 27.78301887],0
p2,1,0.009184,6.786704,[5 6] ; [78 19],[8.4537037 2.5462963] ; [74.5462963 22.4537037],0
d5,1,0.0194,5.4651,[5 6] ; [74 21],[8.19811321 2.80188679] ; [70.80188679 24.19811321],0
s6,1,0.043353,4.081576,[4 6] ; [67 27],[6.82692308 3.17307692] ; [64.17307692 29.82692308],0
s8,1,0.053197,3.73773,[ 1 10] ; [37 59],[3.90654206 7.09345794] ; [34.09345794 61.90654206],0
s1,1,0.055652,3.662441,[2 9] ; [ 4 92],[ 0.61682243 10.38317757] ; [ 5.38317757 90.61682243],0
s5,1,0.085246,2.961925,[1 9] ; [35 59],[3.46153846 6.53846154] ; [32.53846154 61.46153846],0
n6,1,0.088393,2.903393,[6 5] ; [74 21],[8.30188679 2.69811321] ; [71.69811321 23.30188679],0
n4,1,0.127841,2.318524,[5 6] ; [65 30],[7.26415094 3.73584906] ; [62.73584906 32.26415094],0
v2,1,0.153285,2.039256,[3 8] ; [47 47],[5.23809524 5.76190476] ; [44.76190476 49.23809524],0
d1,1,0.16197,1.955739,[3 8] ; [48 49],[5.19444444 5.80555556] ; [45.80555556 51.19444444],0
n5,1,0.171984,1.865564,[5 6] ; [63 32],[7.05660377 3.94339623] ; [60.94339623 34.05660377],0
d3,1,0.235065,1.409946,[5 6] ; [60 34],[6.80952381 4.19047619] ; [58.19047619 35.80952381],0
p10,1,0.242496,1.366025,[5 6] ; [61 35],[6.78504673 4.21495327] ; [59.21495327 36.78504673],0
a2,1,0.243464,1.360424,[ 1 10] ; [24 73],[2.5462963 8.4537037] ; [22.4537037 74.5462963],0
s7,1,0.248334,1.332649,[3 8] ; [41 49],[4.79207921 6.20792079] ; [39.20792079 50.79207921],0
s3,1,0.294365,1.099548,[8 3] ; [54 42],[6.37383178 4.62616822] ; [55.62616822 40.37383178],0
a8,1,0.297184,1.086787,[3 8] ; [13 74],[1.79591837 9.20408163] ; [14.20408163 72.79591837],0
p9,1,0.303625,1.058205,[6 5] ; [67 29],[7.5046729 3.4953271] ; [65.4953271 30.5046729],0
a7,1,0.303625,1.058205,[6 5] ; [67 29],[7.5046729 3.4953271] ; [65.4953271 30.5046729],0
s2,1,0.308,1.039233,[4 7] ; [51 46],[5.60185185 5.39814815] ; [49.39814815 47.60185185],0
n1,1,0.336888,0.922237,[3 2] ; [10 17],[2.03125 2.96875] ; [10.96875 16.03125],0
p8,1,0.369103,0.806682,[3 7] ; [43 53],[4.33962264 5.66037736] ; [41.66037736 54.33962264],0
v3,1,0.413102,0.669856,[2 8] ; [31 64],[3.14285714 6.85714286] ; [29.85714286 65.14285714],0
d4,1,0.416692,0.659625,[7 4] ; [72 24],[8.12149533 2.87850467] ; [70.87850467 25.12149533],0
u3,1,0.476108,0.507766,[1 2] ; [17 14],[1.58823529 1.41176471] ; [16.41176471 14.58823529],0
p6,1,0.549737,0.357789,[4 7] ; [44 52],[4.93457944 6.06542056] ; [43.06542056 52.93457944],0
p4,1,0.549737,0.357789,[7 4] ; [52 44],[6.06542056 4.93457944] ; [52.93457944 43.06542056],0
a6,1,0.559127,0.341218,[6 5] ; [61 35],[6.88785047 4.11214953] ; [60.11214953 35.88785047],0
p1,1,0.596001,0.28107,[ 1 10] ; [ 5 91],[ 0.61682243 10.38317757] ; [ 5.38317757 90.61682243],0
a5,1,0.659027,0.194707,[7 4] ; [68 29],[7.63888889 3.36111111] ; [67.36111111 29.63888889],0
a4,1,0.659325,0.194345,[4 7] ; [42 55],[4.68518519 6.31481481] ; [41.31481481 55.68518519],0
u2,1,0.6936,0.155216,[1 2] ; [14 17],[1.32352941 1.67647059] ; [13.67647059 17.32352941],0
a3,1,0.718491,0.129943,[8 3] ; [64 31],[7.47169811 3.52830189] ; [64.52830189 30.47169811],0
d2,1,0.725546,0.123241,[6 5] ; [47 49],[5.44859813 5.55140187] ; [47.55140187 48.44859813],0
s4,1,0.73377,0.115678,[2 9] ; [22 75],[2.44444444 8.55555556] ; [21.55555556 75.44444444],0
n3,1,0.742715,0.107755,[4 1] ; [24  4],[4.24242424 0.75757576] ; [23.75757576  4.24242424],0
p5,1,0.749996,0.101535,[1 9] ; [ 7 90],[0.74766355 9.25233645] ; [ 7.25233645 89.74766355],0
b5,1,0.751141,0.100575,[8 3] ; [66 31],[7.53703704 3.46296296] ; [66.46296296 30.53703704],0
b4,1,0.799972,0.064203,[6 5] ; [49 48],[5.60185185 5.39814815] ; [49.39814815 47.60185185],0
p3,1,0.850358,0.035593,[6 5] ; [50 47],[5.7037037 5.2962963] ; [50.2962963 46.7037037],0
b1,1,0.901382,0.015355,[6 5] ; [51 46],[5.80555556 5.19444444] ; [51.19444444 45.80555556],0
b3,1,0.913052,0.011922,[2 7] ; [11 35],[2.12727273 6.87272727] ; [10.87272727 35.12727273],0
b2,1,0.913052,0.011922,[2 7] ; [11 35],[2.12727273 6.87272727] ; [10.87272727 35.12727273],0
v1,1,0.928733,0.007999,[5 6] ; [45 51],[5.14018692 5.85981308] ; [44.85981308 51.14018692],0
n2,1,0.942621,0.005181,[4 1] ; [22  6],[3.93939394 1.06060606] ; [22.06060606  5.93939394],0
