Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.000111,14.934088,[356  66] ; [1 4],[352.81967213  69.18032787] ; [4.18032787 0.81967213],1
r1,1,0.001965,9.581623,[370  54] ; [2 3],[367.66433566  56.33566434] ; [4.33566434 0.66433566],0
a5,1,0.002715,8.989692,[328  97] ; [1 4],[325.1744186  99.8255814] ; [3.8255814 1.1744186],0
n5,1,0.03321,4.534936,[335  88] ; [2 3],[333.06308411  89.93691589] ; [3.93691589 1.06308411],0
p9,1,0.03605,4.394733,[372  44] ; [3 2],[370.54631829  45.45368171] ; [4.45368171 0.54631829],0
s3,1,0.055677,3.661708,[372  50] ; [3 2],[370.6088993  51.3911007] ; [4.3911007 0.6088993],0
n6,1,0.064706,3.412454,[369  52] ; [3 2],[367.63380282  53.36619718] ; [4.36619718 0.63380282],0
a3,1,0.065716,3.386919,[321 103] ; [2 3],[319.23543124 104.76456876] ; [3.76456876 1.23543124],0
v1,1,0.071679,3.244138,[247 166] ; [1 4],[245.03349282 167.96650718] ; [2.96650718 2.03349282],0
p5,1,0.080575,3.053261,[ 55 363] ; [2 3],[ 56.32624113 361.67375887] ; [0.67375887 4.32624113],0
p2,1,0.145149,2.122506,[355  67] ; [3 2],[353.80796253  68.19203747] ; [4.19203747 0.80796253],0
a1,1,0.171854,1.8667,[ 24 402] ; [1 4],[ 24.7099768 401.2900232] ; [0.2900232 4.7099768],0
d1,1,0.244316,1.355515,[277 149] ; [2 3],[275.76334107 150.23665893] ; [3.23665893 1.76334107],0
n4,1,0.277713,1.178249,[338  86] ; [3 2],[337.02564103  86.97435897] ; [3.97435897 1.02564103],0
s8,1,0.29098,1.115083,[267 157] ; [2 3],[265.86480186 158.13519814] ; [3.13519814 1.86480186],0
b1,1,0.362139,0.830461,[170 256] ; [3 2],[170.99303944 255.00696056] ; [2.00696056 2.99303944],0
p6,1,0.450208,0.570127,[180 237] ; [3 2],[180.83175355 236.16824645] ; [2.16824645 2.83175355],0
a7,1,0.453091,0.562907,[316 107] ; [3 2],[315.27336449 107.72663551] ; [3.72663551 1.27336449],0
p4,1,0.492462,0.471143,[275 146] ; [4 1],[275.72535211 145.27464789] ; [3.27464789 1.72535211],0
p7,1,0.529099,0.396121,[272 136] ; [4 1],[272.65859564 135.34140436] ; [3.34140436 1.65859564],0
p12,1,0.549116,0.358903,[ 48 373] ; [1 4],[ 48.42488263 372.57511737] ; [0.57511737 4.42488263],0
p3,1,0.549174,0.358799,[225 196] ; [2 3],[224.33568075 196.66431925] ; [2.66431925 2.33568075],0
d2,1,0.549655,0.357936,[226 197] ; [2 3],[225.3364486 197.6635514] ; [2.6635514 2.3364486],0
a8,1,0.643197,0.214586,[ 64 327] ; [1 3],[ 64.34177215 326.65822785] ; [0.65822785 3.34177215],0
s5,1,0.668625,0.183215,[201 204] ; [2 3],[200.52439024 204.47560976] ; [2.47560976 2.52439024],0
p8,1,0.766953,0.087831,[223 195] ; [3 2],[223.3286052 194.6713948] ; [2.6713948 2.3286052],0
a6,1,0.809612,0.058045,[275 147] ; [3 2],[274.74473068 147.25526932] ; [3.25526932 1.74473068],0
v3,1,0.846211,0.037619,[180 226] ; [2 3],[179.78588808 226.21411192] ; [2.21411192 2.78588808],0
s4,1,0.860852,0.030726,[ 98 322] ; [1 4],[ 97.83529412 322.16470588] ; [1.16470588 3.83529412],0
p11,1,0.902178,0.015107,[331  95] ; [4 1],[331.1136891  94.8863109] ; [3.8863109 1.1136891],0
u3,1,0.933428,0.006978,[71 32] ; [2 1],[70.93396226 32.06603774] ; [2.06603774 0.93396226],0
b4,1,0.961083,0.002381,[251 175] ; [3 2],[251.05336427 174.94663573] ; [2.94663573 2.05336427],0
b5,1,0.962449,0.002217,[260 166] ; [3 2],[259.94895592 166.05104408] ; [3.05104408 1.94895592],0
v2,1,0.968025,0.001607,[240 166] ; [3 2],[240.04379562 165.95620438] ; [2.95620438 2.04379562],0
