Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.005736,7.631471,[9 1] ; [ 6 11],[5.55555556 4.44444444] ; [9.44444444 7.55555556],0
r1,1,0.017636,5.631918,[7 3] ; [ 4 13],[4.07407407 5.92592593] ; [ 6.92592593 10.07407407],0
s7,1,0.056478,3.637908,[4 4] ; [ 2 13],[2.08695652 5.91304348] ; [ 3.91304348 11.08695652],0
p10,1,0.069676,3.290625,[9 1] ; [9 7],[6.92307692 3.07692308] ; [11.07692308  4.92307692],0
n3,1,0.072414,3.227431,[1 2] ; [7 1],[2.18181818 0.81818182] ; [5.81818182 2.18181818],0
n2,1,0.072414,3.227431,[1 2] ; [7 1],[2.18181818 0.81818182] ; [5.81818182 2.18181818],0
p3,1,0.075426,3.160797,[5 5] ; [ 3 14],[2.96296296 7.03703704] ; [ 5.03703704 11.96296296],0
s8,1,0.075426,3.160797,[5 5] ; [ 3 14],[2.96296296 7.03703704] ; [ 5.03703704 11.96296296],0
p8,1,0.08135,3.037718,[7 3] ; [ 6 11],[4.81481481 5.18518519] ; [8.18518519 8.81481481],0
p12,1,0.088471,2.901982,[3 7] ; [ 1 16],[1.48148148 8.51851852] ; [ 2.51851852 14.48148148],0
p2,1,0.14753,2.097605,[9 1] ; [11  6],[7.40740741 2.59259259] ; [12.59259259  4.40740741],0
r4,1,0.158834,1.985294,[5 5] ; [ 4 13],[3.33333333 6.66666667] ; [ 5.66666667 11.33333333],0
p4,1,0.159719,1.976886,[8 2] ; [9 8],[6.2962963 3.7037037] ; [10.7037037  6.2962963],0
u2,1,0.196706,1.666667,[4 1] ; [2 3],[3. 2.] ; [3. 2.],0
s3,1,0.234657,1.412406,[4 6] ; [ 3 13],[2.69230769 7.30769231] ; [ 4.30769231 11.69230769],0
r3,1,0.238821,1.38754,[7 3] ; [15  2],[8.14814815 1.85185185] ; [13.85185185  3.14814815],0
s5,1,0.238821,1.38754,[3 7] ; [ 2 15],[1.85185185 8.14814815] ; [ 3.14814815 13.85185185],0
d5,1,0.24135,1.372689,[9 1] ; [12  5],[7.77777778 2.22222222] ; [13.22222222  3.77777778],0
n5,1,0.24135,1.372689,[9 1] ; [12  5],[7.77777778 2.22222222] ; [13.22222222  3.77777778],0
b5,1,0.246671,1.342059,[7 3] ; [8 9],[5.55555556 4.44444444] ; [9.44444444 7.55555556],0
v3,1,0.284711,1.144464,[5 5] ; [ 5 12],[3.7037037 6.2962963] ; [ 6.2962963 10.7037037],0
a3,1,0.284711,1.144464,[5 5] ; [12  5],[6.2962963 3.7037037] ; [10.7037037  6.2962963],0
b3,1,0.350201,0.872727,[2 3] ; [2 9],[1.25 3.75] ; [2.75 8.25],0
b2,1,0.350201,0.872727,[2 3] ; [2 9],[1.25 3.75] ; [2.75 8.25],0
s4,1,0.455924,0.555882,[3 7] ; [ 3 14],[2.22222222 7.77777778] ; [ 3.77777778 13.22222222],0
a6,1,0.515759,0.422366,[6 4] ; [8 9],[5.18518519 4.81481481] ; [8.81481481 8.18518519],0
d1,1,0.515759,0.422366,[4 6] ; [9 8],[4.81481481 5.18518519] ; [8.18518519 8.81481481],0
d2,1,0.515759,0.422366,[4 6] ; [9 8],[4.81481481 5.18518519] ; [8.18518519 8.81481481],0
u3,1,0.527089,0.4,[2 3] ; [3 2],[2.5 2.5] ; [2.5 2.5],0
p11,1,0.560776,0.338363,[8 2] ; [15  2],[8.51851852 1.48148148] ; [14.48148148  2.51851852],0
a4,1,0.561411,0.337266,[3 7] ; [ 7 10],[3.7037037 6.2962963] ; [ 6.2962963 10.7037037],0
n6,1,0.573025,0.317647,[6 4] ; [12  5],[6.66666667 3.33333333] ; [11.33333333  5.66666667],0
s2,1,0.648206,0.20817,[4 6] ; [ 5 11],[3.46153846 6.53846154] ; [ 5.53846154 10.46153846],0
p9,1,0.69574,0.152941,[7 3] ; [10  6],[6.53846154 3.46153846] ; [10.46153846  5.53846154],0
b4,1,0.721501,0.127059,[6 4] ; [9 8],[5.55555556 4.44444444] ; [9.44444444 7.55555556],0
b1,1,0.721501,0.127059,[6 4] ; [9 8],[5.55555556 4.44444444] ; [9.44444444 7.55555556],0
v4,1,0.778096,0.079412,[7 3] ; [11  6],[6.66666667 3.33333333] ; [11.33333333  5.66666667],0
d3,1,0.806824,0.059792,[6 4] ; [11  6],[6.2962963 3.7037037] ; [10.7037037  6.2962963],0
n4,1,0.83131,0.045378,[8 2] ; [13  4],[7.77777778 2.22222222] ; [13.22222222  3.77777778],0
p5,1,0.879193,0.023102,[2 8] ; [ 3 14],[1.85185185 8.14814815] ; [ 3.14814815 13.85185185],0
d4,1,0.879193,0.023102,[8 2] ; [14  3],[8.14814815 1.85185185] ; [13.85185185  3.14814815],0
a5,1,0.882577,0.021816,[5 5] ; [9 8],[5.18518519 4.81481481] ; [8.81481481 8.18518519],0
a2,1,0.887949,0.019853,[1 9] ; [ 2 15],[1.11111111 8.88888889] ; [ 1.88888889 15.11111111],0
s6,1,0.952092,0.00361,[6 4] ; [10  7],[5.92592593 4.07407407] ; [10.07407407  6.92592593],0
a7,1,0.952092,0.00361,[6 4] ; [10  7],[5.92592593 4.07407407] ; [10.07407407  6.92592593],0
v1,1,0.952092,0.00361,[6 4] ; [10  7],[5.92592593 4.07407407] ; [10.07407407  6.92592593],0
