Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.015335,5.877551,[ 2 26] ; [2 2],[ 3.5 24.5] ; [0.5 3.5],0
r1,1,0.067431,3.344465,[ 8 20] ; [3 1],[ 9.625 18.375] ; [1.375 2.625],0
s6,1,0.067431,3.344465,[ 8 20] ; [3 1],[ 9.625 18.375] ; [1.375 2.625],0
r4,1,0.09769,2.742857,[ 1 27] ; [1 3],[ 1.75 26.25] ; [0.25 3.75],0
s7,1,0.119088,2.429275,[ 4 21] ; [2 2],[ 5.17241379 19.82758621] ; [0.82758621 3.17241379],0
p3,1,0.145775,2.115918,[ 5 23] ; [2 2],[ 6.125 21.875] ; [0.875 3.125],0
b5,1,0.178022,1.814059,[17 11] ; [1 3],[15.75 12.25] ; [2.25 1.75],0
d5,1,0.178022,1.814059,[11 17] ; [3 1],[12.25 15.75] ; [1.75 2.25],0
s8,1,0.217044,1.52381,[ 6 22] ; [2 2],[ 7. 21.] ; [1. 3.],0
p10,1,0.222423,1.488668,[11 15] ; [3 1],[12.13333333 13.86666667] ; [1.86666667 2.13333333],0
p2,1,0.228191,1.452101,[12 16] ; [3 1],[13.125 14.875] ; [1.875 2.125],0
b3,1,0.230785,1.436017,[ 4 15] ; [2 2],[ 4.95652174 14.04347826] ; [1.04347826 2.95652174],0
b2,1,0.230785,1.436017,[ 4 15] ; [2 2],[ 4.95652174 14.04347826] ; [1.04347826 2.95652174],0
p8,1,0.236057,1.403986,[ 6 21] ; [2 2],[ 6.96774194 20.03225806] ; [1.03225806 2.96774194],0
p12,1,0.251739,1.313629,[ 2 26] ; [1 3],[ 2.625 25.375] ; [0.375 3.625],0
p9,1,0.282745,1.153846,[12 14] ; [3 1],[13. 13.] ; [2. 2.],0
b1,1,0.285049,1.142857,[15 13] ; [1 3],[14. 14.] ; [2. 2.],0
a7,1,0.41902,0.653061,[13 15] ; [1 3],[12.25 15.75] ; [1.75 2.25],0
a3,1,0.462037,0.540954,[15 12] ; [3 1],[15.67741935 11.32258065] ; [2.32258065 1.67741935],0
a5,1,0.496367,0.462695,[16 12] ; [3 1],[16.625 11.375] ; [2.375 1.625],0
a6,1,0.580912,0.304762,[10 18] ; [2 2],[10.5 17.5] ; [1.5 2.5],0
p7,1,0.580912,0.304762,[10 18] ; [2 2],[10.5 17.5] ; [1.5 2.5],0
p4,1,0.580912,0.304762,[10 18] ; [2 2],[10.5 17.5] ; [1.5 2.5],0
p6,1,0.60524,0.267165,[ 4 23] ; [1 3],[ 4.35483871 22.64516129] ; [0.64516129 3.35483871],0
n4,1,0.673005,0.178108,[18 10] ; [3 1],[18.375  9.625] ; [2.625 1.375],0
n5,1,0.673005,0.178108,[18 10] ; [3 1],[18.375  9.625] ; [2.625 1.375],0
a4,1,0.673005,0.178108,[10 18] ; [1 3],[ 9.625 18.375] ; [1.375 2.625],0
v3,1,0.732074,0.117216,[ 5 23] ; [1 3],[ 5.25 22.75] ; [0.75 3.25],0
d3,1,0.773117,0.083117,[ 9 19] ; [1 3],[ 8.75 19.25] ; [1.25 2.75],0
v1,1,0.773117,0.083117,[ 9 19] ; [1 3],[ 8.75 19.25] ; [1.25 2.75],0
a8,1,0.788281,0.072115,[ 5 21] ; [1 3],[ 5.2 20.8] ; [0.8 3.2],0
s3,1,0.814672,0.054945,[ 8 18] ; [1 3],[ 7.8 18.2] ; [1.2 2.8],0
v2,1,0.849017,0.036242,[ 8 19] ; [1 3],[ 7.83870968 19.16129032] ; [1.16129032 2.83870968],0
d1,1,0.871602,0.026122,[ 6 22] ; [1 3],[ 6.125 21.875] ; [0.875 3.125],0
r3,1,0.944857,0.004784,[14 13] ; [2 2],[13.93548387 13.06451613] ; [2.06451613 1.93548387],0
s2,1,0.968494,0.00156,[ 7 20] ; [1 3],[ 6.96774194 20.03225806] ; [1.03225806 2.96774194],0
