Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.017065,5.689674,[ 3 21] ; [3 2],[ 4.96551724 19.03448276] ; [1.03448276 3.96551724],0
s6,1,0.11673,2.460652,[ 7 21] ; [3 2],[ 8.48484848 19.51515152] ; [1.51515152 3.48484848],0
u3,1,0.142041,2.155711,[ 3 10] ; [2 1],[4.0625 8.9375] ; [0.9375 2.0625],0
d4,1,0.169686,1.885714,[20  8] ; [2 3],[18.66666667  9.33333333] ; [3.33333333 1.66666667],0
r1,1,0.169686,1.885714,[ 8 20] ; [3 2],[ 9.33333333 18.66666667] ; [1.66666667 3.33333333],0
p9,1,0.189854,1.718751,[13 14] ; [4 1],[14.34375 12.65625] ; [2.65625 2.34375],0
d5,1,0.214618,1.54,[14 14] ; [1 4],[12.72727273 15.27272727] ; [2.27272727 2.72727273],0
p8,1,0.336888,0.922237,[10 17] ; [3 2],[10.96875 16.03125] ; [2.03125 2.96875],0
a8,1,0.374888,0.787399,[ 2 25] ; [1 4],[ 2.53125 24.46875] ; [0.46875 4.53125],0
p4,1,0.387985,0.745247,[11 17] ; [3 2],[11.87878788 16.12121212] ; [2.12121212 2.87878788],0
n1,1,0.432246,0.61678,[ 2 12] ; [1 2],[ 2.47058824 11.52941176] ; [0.52941176 2.47058824],0
n3,1,0.453388,0.562169,[8 6] ; [1 2],[7.41176471 6.58823529] ; [1.58823529 1.41176471],0
v4,1,0.492331,0.471429,[18 10] ; [4 1],[18.66666667  9.33333333] ; [3.33333333 1.66666667],0
s5,1,0.557867,0.343411,[ 3 25] ; [1 4],[ 3.39393939 24.60606061] ; [0.60606061 4.39393939],0
a3,1,0.575942,0.312841,[15 13] ; [2 3],[14.42424242 13.57575758] ; [2.57575758 2.42424242],0
a5,1,0.575942,0.312841,[15 13] ; [2 3],[14.42424242 13.57575758] ; [2.57575758 2.42424242],0
b1,1,0.586287,0.29618,[19  9] ; [4 1],[19.51515152  8.48484848] ; [3.48484848 1.51515152],0
n2,1,0.59969,0.275463,[7 7] ; [2 1],[7.41176471 6.58823529] ; [1.58823529 1.41176471],0
b4,1,0.680243,0.169853,[14 14] ; [2 3],[13.57575758 14.42424242] ; [2.42424242 2.57575758],0
p7,1,0.680243,0.169853,[14 14] ; [2 3],[13.57575758 14.42424242] ; [2.42424242 2.57575758],0
v1,1,0.73137,0.117857,[ 9 19] ; [2 3],[ 9.33333333 18.66666667] ; [1.66666667 3.33333333],0
v3,1,0.742715,0.107755,[ 4 24] ; [1 4],[ 4.24242424 23.75757576] ; [0.75757576 4.24242424],0
a6,1,0.7903,0.070714,[15 13] ; [3 2],[15.27272727 12.72727273] ; [2.72727273 2.27272727],0
n6,1,0.7903,0.070714,[13 15] ; [2 3],[12.72727273 15.27272727] ; [2.27272727 2.72727273],0
r4,1,0.810088,0.05775,[ 7 21] ; [1 4],[ 6.78787879 21.21212121] ; [1.21212121 3.78787879],0
s3,1,0.810088,0.05775,[ 7 21] ; [1 4],[ 6.78787879 21.21212121] ; [1.21212121 3.78787879],0
r3,1,0.854403,0.033673,[18 10] ; [3 2],[17.81818182 10.18181818] ; [3.18181818 1.81818182],0
n5,1,0.905218,0.014178,[12 16] ; [2 3],[11.87878788 16.12121212] ; [2.12121212 2.87878788],0
a7,1,0.905218,0.014178,[16 12] ; [3 2],[16.12121212 11.87878788] ; [2.87878788 2.12121212],0
b5,1,0.905218,0.014178,[16 12] ; [3 2],[16.12121212 11.87878788] ; [2.87878788 2.12121212],0
p11,1,0.905218,0.014178,[16 12] ; [3 2],[16.12121212 11.87878788] ; [2.87878788 2.12121212],0
p3,1,0.912084,0.01219,[ 6 21] ; [1 4],[ 5.90625 21.09375] ; [1.09375 3.90625],0
p6,1,0.937859,0.006078,[ 5 22] ; [1 4],[ 5.0625 21.9375] ; [0.9375 4.0625],0
s2,1,0.942621,0.005181,[ 6 22] ; [1 4],[ 5.93939394 22.06060606] ; [1.06060606 3.93939394],0
d3,1,0.97598,0.000907,[17 11] ; [3 2],[16.96969697 11.03030303] ; [3.03030303 1.96969697],0
