Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.001817,9.725561,[7 8] ; [30  4],[11.32653061  3.67346939] ; [25.67346939  8.32653061],0
n4,1,0.003892,8.333685,[ 5 10] ; [26  8],[9.48979592 5.51020408] ; [21.51020408 12.48979592],0
r4,1,0.009981,6.638328,[ 1 14] ; [15 19],[ 4.89795918 10.10204082] ; [11.10204082 22.89795918],0
p4,1,0.012166,6.286487,[ 2 13] ; [17 16],[5.9375 9.0625] ; [13.0625 19.9375],0
a5,1,0.014469,5.980054,[ 5 10] ; [24 10],[8.87755102 6.12244898] ; [20.12244898 13.87755102],0
r1,1,0.023506,5.130748,[ 4 11] ; [21 13],[7.65306122 7.34693878] ; [17.34693878 16.65306122],0
u2,1,0.060676,3.518804,[6 1] ; [5 7],[4.05263158 2.94736842] ; [6.94736842 5.05263158],0
p8,1,0.072368,3.228481,[ 4 11] ; [18 15],[6.875 8.125] ; [15.125 17.875],0
s2,1,0.08131,3.038527,[ 2 13] ; [13 21],[ 4.59183673 10.40816327] ; [10.40816327 23.59183673],0
s6,1,0.107717,2.587398,[ 4 11] ; [17 16],[6.5625 8.4375] ; [14.4375 18.5625],0
v3,1,0.208209,1.583838,[ 2 13] ; [10 23],[ 3.75 11.25] ; [ 8.25 24.75],0
u3,1,0.210096,1.570767,[5 2] ; [5 7],[3.68421053 3.31578947] ; [6.31578947 5.68421053],0
d1,1,0.247891,1.335153,[ 4 11] ; [15 19],[5.81632653 9.18367347] ; [13.18367347 20.81632653],0
b1,1,0.247891,1.335153,[11  4] ; [19 15],[9.18367347 5.81632653] ; [20.81632653 13.18367347],0
s8,1,0.256918,1.285289,[ 3 12] ; [12 21],[ 4.6875 10.3125] ; [10.3125 22.6875],0
p3,1,0.256918,1.285289,[ 3 12] ; [12 21],[ 4.6875 10.3125] ; [10.3125 22.6875],0
v2,1,0.256918,1.285289,[ 3 12] ; [12 21],[ 4.6875 10.3125] ; [10.3125 22.6875],0
s7,1,0.265017,1.242358,[ 3 10] ; [13 19],[4.62222222 8.37777778] ; [11.37777778 20.62222222],0
p11,1,0.279683,1.168631,[ 5 10] ; [17 17],[6.73469388 8.26530612] ; [15.26530612 18.73469388],0
n2,1,0.290689,1.116427,[3 3] ; [16  6],[4.07142857 1.92857143] ; [14.92857143  7.07142857],0
p10,1,0.338115,0.917566,[8 7] ; [23 11],[9.48979592 5.51020408] ; [21.51020408 12.48979592],0
n1,1,0.356981,0.848485,[2 4] ; [12 10],[3. 3.] ; [11. 11.],0
r2,1,0.369831,0.804234,[11  4] ; [27  5],[12.12765957  2.87234043] ; [25.87234043  6.12765957],0
d2,1,0.370898,0.800654,[ 5 10] ; [16 18],[6.42857143 8.57142857] ; [14.57142857 19.42857143],0
a3,1,0.376462,0.782222,[8 7] ; [22 11],[9.375 5.625] ; [20.625 12.375],0
p6,1,0.377681,0.778235,[ 3 12] ; [11 23],[ 4.28571429 10.71428571] ; [ 9.71428571 24.28571429],0
s4,1,0.414399,0.666144,[ 2 13] ; [ 8 26],[ 3.06122449 11.93877551] ; [ 6.93877551 27.06122449],0
s5,1,0.456556,0.554326,[ 3 12] ; [10 23],[ 4.0625 10.9375] ; [ 8.9375 24.0625],0
s3,1,0.549832,0.357618,[ 4 11] ; [11 20],[ 4.89130435 10.10869565] ; [10.10869565 20.89130435],0
b2,1,0.580912,0.304762,[2 5] ; [10 15],[2.625 4.375] ; [ 9.375 15.625],0
b3,1,0.580912,0.304762,[2 5] ; [10 15],[2.625 4.375] ; [ 9.375 15.625],0
v1,1,0.604252,0.268631,[6 9] ; [11 23],[5.20408163 9.79591837] ; [11.79591837 22.20408163],0
p9,1,0.605286,0.267097,[9 6] ; [21 10],[9.7826087 5.2173913] ; [20.2173913 10.7826087],0
a7,1,0.647061,0.209626,[9 6] ; [18 16],[8.26530612 6.73469388] ; [18.73469388 15.26530612],0
n3,1,0.675422,0.175325,[4 2] ; [12  9],[3.55555556 2.44444444] ; [12.44444444  8.55555556],0
d3,1,0.685524,0.163974,[7 8] ; [18 16],[7.65306122 7.34693878] ; [17.34693878 16.65306122],0
b4,1,0.752819,0.099178,[9 6] ; [22 12],[9.48979592 5.51020408] ; [21.51020408 12.48979592],0
a1,1,0.799389,0.064586,[ 1 14] ; [ 3 31],[ 1.2244898 13.7755102] ; [ 2.7755102 31.2244898],0
p2,1,0.809393,0.058182,[9 6] ; [21 12],[9.375 5.625] ; [20.625 12.375],0
p5,1,0.868604,0.027368,[ 2 13] ; [ 5 28],[ 2.1875 12.8125] ; [ 4.8125 28.1875],0
a2,1,0.87731,0.023833,[ 2 13] ; [ 4 30],[ 1.83673469 13.16326531] ; [ 4.16326531 29.83673469],0
d5,1,0.894275,0.017661,[10  5] ; [22 12],[9.79591837 5.20408163] ; [22.20408163 11.79591837],0
d4,1,0.906981,0.013653,[9 6] ; [21 13],[9.18367347 5.81632653] ; [20.81632653 13.18367347],0
b5,1,0.938446,0.005963,[9 6] ; [20 14],[8.87755102 6.12244898] ; [20.12244898 13.87755102],0
p7,1,0.951917,0.003636,[5 8] ; [12 20],[4.91111111 8.08888889] ; [12.08888889 19.91111111],0
a6,1,0.979775,0.000643,[7 8] ; [16 18],[7.04081633 7.95918367] ; [15.95918367 18.04081633],0
a4,1,1.0,0.0,[ 5 10] ; [11 22],[ 5. 10.] ; [11. 22.],0
