Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000943,10.935457,[50 11] ; [6 9],[44.94736842 16.05263158] ; [11.05263158  3.94736842],1
b1,1,0.005364,7.752437,[29 33] ; [13  2],[33.81818182 28.18181818] ; [8.18181818 6.81818182],0
p6,1,0.010024,6.630556,[31 31] ; [ 2 13],[26.57142857 35.42857143] ; [6.42857143 8.57142857],0
d3,1,0.011155,6.440486,[46 16] ; [6 9],[41.87012987 20.12987013] ; [10.12987013  4.87012987],0
a5,1,0.017991,5.596989,[48 14] ; [7 8],[44.28571429 17.71428571] ; [10.71428571  4.28571429],0
p4,1,0.020123,5.401171,[41 21] ; [ 5 10],[37.03896104 24.96103896] ; [8.96103896 6.03896104],0
s7,1,0.023812,5.108272,[50  7] ; [8 5],[47.22857143  9.77142857] ; [10.77142857  2.22857143],0
a1,1,0.035291,4.431062,[ 1 61] ; [ 2 13],[ 2.41558442 59.58441558] ; [ 0.58441558 14.41558442],0
b5,1,0.046616,3.959205,[42 20] ; [6 9],[38.64935065 23.35064935] ; [9.35064935 5.64935065],0
a7,1,0.060173,3.532616,[48 14] ; [8 7],[45.09090909 16.90909091] ; [10.90909091  4.09090909],0
p2,1,0.062184,3.47815,[51 11] ; [9 6],[48.31168831 13.68831169] ; [11.68831169  3.31168831],0
p3,1,0.082282,3.019238,[32 30] ; [ 4 11],[28.98701299 33.01298701] ; [7.01298701 7.98701299],0
s2,1,0.090021,2.873993,[50 12] ; [9 6],[47.50649351 14.49350649] ; [11.49350649  3.50649351],0
a4,1,0.166734,1.912067,[33 29] ; [ 5 10],[30.5974026 31.4025974] ; [7.4025974 7.5974026],0
s3,1,0.190599,1.712979,[44 18] ; [8 7],[41.87012987 20.12987013] ; [10.12987013  4.87012987],0
a6,1,0.190599,1.712979,[44 18] ; [8 7],[41.87012987 20.12987013] ; [10.12987013  4.87012987],0
v1,1,0.207372,1.589677,[36 26] ; [6 9],[33.81818182 28.18181818] ; [8.18181818 6.81818182],0
s5,1,0.215859,1.531689,[33 24] ; [6 9],[30.875 26.125] ; [8.125 6.875],0
b4,1,0.231576,1.431158,[35 27] ; [11  4],[37.03896104 24.96103896] ; [8.96103896 6.03896104],0
u2,1,0.252136,1.311429,[6 6] ; [4 1],[7.05882353 4.94117647] ; [2.94117647 2.05882353],0
v4,1,0.269497,1.219305,[61  1] ; [14  1],[60.38961039  1.61038961] ; [14.61038961  0.38961039],0
p1,1,0.27945,1.169763,[11 50] ; [ 1 14],[ 9.63157895 51.36842105] ; [ 2.36842105 12.63157895],0
b2,1,0.286592,1.135563,[12 22] ; [2 9],[10.57777778 23.42222222] ; [3.42222222 7.57777778],0
b3,1,0.286592,1.135563,[12 22] ; [2 9],[10.57777778 23.42222222] ; [3.42222222 7.57777778],0
a8,1,0.29219,1.109504,[10 43] ; [ 1 13],[ 8.70149254 44.29850746] ; [ 2.29850746 11.70149254],0
a3,1,0.309913,1.031048,[49 13] ; [10  5],[47.50649351 14.49350649] ; [11.49350649  3.50649351],0
a2,1,0.351966,0.866355,[20 42] ; [ 3 12],[18.51948052 43.48051948] ; [ 4.48051948 10.51948052],0
d1,1,0.355263,0.85457,[41 21] ; [8 7],[39.45454545 22.54545455] ; [9.54545455 5.45454545],0
d5,1,0.36789,0.81078,[55  7] ; [12  3],[53.94805195  8.05194805] ; [13.05194805  1.94805195],0
p7,1,0.387256,0.747541,[32 29] ; [6 9],[30.5 30.5] ; [7.5 7.5],0
s6,1,0.395766,0.721154,[53  7] ; [12  3],[52.  8.] ; [13.  2.],0
r1,1,0.406455,0.689147,[52  9] ; [14  1],[52.97368421  8.02631579] ; [13.02631579  1.97368421],0
u1,1,0.412827,0.670645,[19 43] ; [ 3 12],[17.71428571 44.28571429] ; [ 4.28571429 10.71428571],0
p5,1,0.417078,0.658535,[ 9 53] ; [ 1 14],[ 8.05194805 53.94805195] ; [ 1.94805195 13.05194805],0
v3,1,0.423364,0.64096,[23 37] ; [7 7],[24.32432432 35.67567568] ; [5.67567568 8.32432432],0
p8,1,0.447469,0.577055,[23 39] ; [ 4 11],[21.74025974 40.25974026] ; [5.25974026 9.74025974],0
n5,1,0.490865,0.474629,[46 15] ; [10  5],[44.94736842 16.05263158] ; [11.05263158  3.94736842],0
n6,1,0.513891,0.426136,[52  8] ; [12  3],[51.2  8.8] ; [12.8  2.2],0
d4,1,0.531113,0.392262,[50 12] ; [11  4],[49.11688312 12.88311688] ; [11.88311688  3.11688312],0
r2,1,0.54603,0.364478,[59  2] ; [14  1],[58.59210526  2.40789474] ; [14.40789474  0.59210526],0
s1,1,0.54603,0.364478,[ 2 59] ; [ 1 14],[ 2.40789474 58.59210526] ; [ 0.59210526 14.40789474],0
n2,1,0.631069,0.230614,[17  6] ; [5 1],[17.44827586  5.55172414] ; [4.55172414 1.44827586],0
s4,1,0.639738,0.219086,[16 46] ; [ 3 12],[15.2987013 46.7012987] ; [ 3.7012987 11.2987013],0
n3,1,0.678088,0.172286,[16  7] ; [3 2],[15.60714286  7.39285714] ; [3.39285714 1.60714286],0
r3,1,0.715881,0.132473,[56  6] ; [14  1],[56.36363636  5.63636364] ; [13.63636364  1.36363636],0
v2,1,0.777117,0.080133,[35 26] ; [8 7],[34.51315789 26.48684211] ; [8.48684211 6.51315789],0
r4,1,0.856183,0.032846,[57  5] ; [14  1],[57.16883117  4.83116883] ; [13.83116883  1.16883117],0
u3,1,0.888153,0.01978,[10  3] ; [4 1],[10.11111111  2.88888889] ; [3.88888889 1.11111111],0
n1,1,0.924393,0.009006,[12 11] ; [3 3],[11.89655172 11.10344828] ; [3.10344828 2.89655172],0
d2,1,0.926734,0.008456,[38 24] ; [9 6],[37.84415584 24.15584416] ; [9.15584416 5.84415584],0
n4,1,1.0,0.0,[44 16] ; [11  4],[44. 16.] ; [11.  4.],0
