Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.035682,4.412222,[1 5] ; [4 1],[2.72727273 3.27272727] ; [2.27272727 2.72727273],0
a5,1,0.035682,4.412222,[5 1] ; [1 4],[3.27272727 2.72727273] ; [2.72727273 2.27272727],0
d2,1,0.035682,4.412222,[5 1] ; [1 4],[3.27272727 2.72727273] ; [2.72727273 2.27272727],0
d3,1,0.035682,4.412222,[5 1] ; [1 4],[3.27272727 2.72727273] ; [2.72727273 2.27272727],0
d5,1,0.035682,4.412222,[5 1] ; [1 4],[3.27272727 2.72727273] ; [2.72727273 2.27272727],0
n5,1,0.121681,2.395556,[2 4] ; [4 1],[3.27272727 2.72727273] ; [2.72727273 2.27272727],0
s3,1,0.121681,2.395556,[4 2] ; [1 4],[2.72727273 3.27272727] ; [2.27272727 2.72727273],0
n6,1,0.121681,2.395556,[2 4] ; [4 1],[3.27272727 2.72727273] ; [2.72727273 2.27272727],0
s7,1,0.196706,1.666667,[4 1] ; [2 3],[3. 2.] ; [3. 2.],0
n1,1,0.270289,1.215278,[2 1] ; [1 3],[1.28571429 1.71428571] ; [1.71428571 2.28571429],0
a4,1,0.303052,1.060714,[3 3] ; [1 4],[2.18181818 3.81818182] ; [1.81818182 3.18181818],0
v2,1,0.303052,1.060714,[3 3] ; [1 4],[2.18181818 3.81818182] ; [1.81818182 3.18181818],0
s2,1,0.303052,1.060714,[3 3] ; [1 4],[2.18181818 3.81818182] ; [1.81818182 3.18181818],0
p3,1,0.376462,0.782222,[4 2] ; [2 3],[3.27272727 2.72727273] ; [2.72727273 2.27272727],0
p9,1,0.376462,0.782222,[4 2] ; [2 3],[3.27272727 2.72727273] ; [2.72727273 2.27272727],0
s1,1,0.386916,0.748611,[1 5] ; [2 3],[1.63636364 4.36363636] ; [1.36363636 3.63636364],0
b1,1,0.386916,0.748611,[5 1] ; [3 2],[4.36363636 1.63636364] ; [3.63636364 1.36363636],0
p8,1,0.490153,0.47619,[1 4] ; [2 3],[1.5 3.5] ; [1.5 3.5],0
r4,1,0.621014,0.244444,[2 4] ; [1 4],[1.63636364 4.36363636] ; [1.36363636 3.63636364],0
a7,1,0.621014,0.244444,[2 4] ; [1 4],[1.63636364 4.36363636] ; [1.36363636 3.63636364],0
n3,1,0.659243,0.194444,[2 1] ; [2 2],[1.71428571 1.28571429] ; [2.28571429 1.71428571],0
p4,1,0.740144,0.11,[3 3] ; [2 3],[2.72727273 3.27272727] ; [2.27272727 2.72727273],0
p7,1,0.740144,0.11,[3 3] ; [2 3],[2.72727273 3.27272727] ; [2.27272727 2.72727273],0
p2,1,0.740144,0.11,[3 3] ; [2 3],[2.72727273 3.27272727] ; [2.27272727 2.72727273],0
p10,1,0.740144,0.11,[3 3] ; [2 3],[2.72727273 3.27272727] ; [2.27272727 2.72727273],0
n4,1,0.740144,0.11,[3 3] ; [2 3],[2.72727273 3.27272727] ; [2.27272727 2.72727273],0
s6,1,0.740144,0.11,[3 3] ; [3 2],[3.27272727 2.72727273] ; [2.72727273 2.27272727],0
b4,1,0.740144,0.11,[3 3] ; [2 3],[2.72727273 3.27272727] ; [2.27272727 2.72727273],0
r3,1,0.740144,0.11,[3 3] ; [3 2],[3.27272727 2.72727273] ; [2.72727273 2.27272727],0
v1,1,0.740144,0.11,[3 3] ; [2 3],[2.72727273 3.27272727] ; [2.27272727 2.72727273],0
p11,1,0.740144,0.11,[3 3] ; [2 3],[2.72727273 3.27272727] ; [2.27272727 2.72727273],0
n2,1,0.80915,0.058333,[1 2] ; [1 3],[0.85714286 2.14285714] ; [1.14285714 2.85714286],0
r1,1,0.818971,0.052381,[2 4] ; [2 3],[2.18181818 3.81818182] ; [1.81818182 3.18181818],0
p1,1,0.886508,0.02037,[1 5] ; [1 4],[1.09090909 4.90909091] ; [0.90909091 4.09090909],0
