Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,6.1e-05,16.056369,[13  2] ; [11 30],[6.42857143 8.57142857] ; [17.57142857 23.42857143],1
p4,1,8.9e-05,15.365079,[9 5] ; [ 5 37],[ 3.5 10.5] ; [10.5 31.5],1
p7,1,0.001815,9.727637,[8 5] ; [ 7 34],[3.61111111 9.38888889] ; [11.38888889 29.61111111],0
p6,1,0.004868,7.927665,[ 4 11] ; [ 1 40],[ 1.33928571 13.66071429] ; [ 3.66071429 37.33928571],0
p9,1,0.00806,7.02,[11  4] ; [13 26],[6.66666667 8.33333333] ; [17.33333333 21.66666667],0
v4,1,0.008556,6.913203,[13  2] ; [20 22],[8.68421053 6.31578947] ; [24.31578947 17.68421053],0
p11,1,0.01119,6.434843,[8 7] ; [ 8 34],[ 4.21052632 10.78947368] ; [11.78947368 30.21052632],0
p3,1,0.011927,6.321695,[7 8] ; [ 6 35],[ 3.48214286 11.51785714] ; [ 9.51785714 31.48214286],0
r4,1,0.017647,5.630812,[ 4 11] ; [ 2 40],[ 1.57894737 13.42105263] ; [ 4.42105263 37.57894737],0
p5,1,0.019568,5.45006,[ 4 11] ; [ 2 39],[ 1.60714286 13.39285714] ; [ 4.39285714 36.60714286],0
n6,1,0.019915,5.419355,[10  4] ; [15 27],[6.25 7.75] ; [18.75 23.25],0
r1,1,0.024799,5.037879,[10  5] ; [14 28],[6.31578947 8.68421053] ; [17.68421053 24.31578947],0
p2,1,0.035409,4.425366,[9 6] ; [12 29],[5.625 9.375] ; [15.375 25.625],0
a6,1,0.06139,3.499418,[ 4 11] ; [23 19],[7.10526316 7.89473684] ; [19.89473684 22.10526316],0
r2,1,0.064837,3.409133,[12  2] ; [24 17],[9.16363636 4.83636364] ; [26.83636364 14.16363636],0
s1,1,0.102966,2.658995,[ 2 13] ; [ 1 41],[ 0.78947368 14.21052632] ; [ 2.21052632 39.78947368],0
p12,1,0.102966,2.658995,[ 2 13] ; [ 1 41],[ 0.78947368 14.21052632] ; [ 2.21052632 39.78947368],0
b1,1,0.122952,2.379308,[7 8] ; [29 13],[9.47368421 5.52631579] ; [26.52631579 15.47368421],0
u2,1,0.126156,2.339181,[4 2] ; [ 6 13],[2.4 3.6] ; [ 7.6 11.4],0
s8,1,0.163678,1.939916,[ 3 12] ; [ 3 39],[ 1.57894737 13.42105263] ; [ 4.42105263 37.57894737],0
u3,1,0.168598,1.895363,[3 3] ; [ 4 15],[1.68 4.32] ; [ 5.32 13.68],0
s7,1,0.178155,1.812946,[ 4 10] ; [ 5 34],[ 2.37735849 11.62264151] ; [ 6.62264151 32.37735849],0
a4,1,0.231925,1.429017,[ 3 11] ; [16 25],[4.83636364 9.16363636] ; [14.16363636 26.83636364],0
n4,1,0.232497,1.425521,[7 8] ; [27 15],[8.94736842 6.05263158] ; [25.05263158 16.94736842],0
v2,1,0.24306,1.362756,[ 4 10] ; [ 6 35],[ 2.54545455 11.45454545] ; [ 7.45454545 33.54545455],0
b3,1,0.249325,1.327083,[3 9] ; [12 15],[4.61538462 7.38461538] ; [10.38461538 16.61538462],0
b2,1,0.249325,1.327083,[3 9] ; [12 15],[4.61538462 7.38461538] ; [10.38461538 16.61538462],0
d3,1,0.253692,1.302857,[9 6] ; [18 24],[7.10526316 7.89473684] ; [19.89473684 22.10526316],0
b4,1,0.268873,1.222486,[11  4] ; [24 18],[9.21052632 5.78947368] ; [25.78947368 16.21052632],0
a7,1,0.30486,1.052814,[8 7] ; [16 26],[6.31578947 8.68421053] ; [17.68421053 24.31578947],0
a5,1,0.41031,0.677903,[6 9] ; [22 20],[7.36842105 7.63157895] ; [20.63157895 21.36842105],0
u1,1,0.438727,0.59961,[ 1 14] ; [ 1 41],[ 0.52631579 14.47368421] ; [ 1.47368421 40.52631579],0
s5,1,0.440265,0.595592,[ 1 14] ; [ 6 36],[ 1.84210526 13.15789474] ; [ 5.15789474 36.84210526],0
v3,1,0.45199,0.565657,[ 4 10] ; [ 8 34],[ 3. 11.] ; [ 9. 33.],0
v1,1,0.472121,0.517007,[ 5 10] ; [10 32],[ 3.94736842 11.05263158] ; [11.05263158 30.94736842],0
s3,1,0.516153,0.421574,[ 1 12] ; [ 6 35],[ 1.68518519 11.31481481] ; [ 5.31481481 35.68518519],0
a3,1,0.591771,0.287587,[9 5] ; [23 18],[8.14545455 5.85454545] ; [23.85454545 17.14545455],0
d1,1,0.642355,0.215676,[6 9] ; [14 28],[5.26315789 9.73684211] ; [14.73684211 27.26315789],0
d4,1,0.676796,0.173755,[8 7] ; [25 17],[8.68421053 6.31578947] ; [24.31578947 17.68421053],0
s6,1,0.678117,0.172253,[ 4 11] ; [ 9 33],[ 3.42105263 11.57894737] ; [ 9.57894737 32.42105263],0
n2,1,0.709749,0.138528,[6 5] ; [10 11],[5.5 5.5] ; [10.5 10.5],0
d2,1,0.727511,0.121409,[7 8] ; [17 24],[6.42857143 8.57142857] ; [17.57142857 23.42857143],0
n5,1,0.729308,0.119748,[10  5] ; [30 12],[10.52631579  4.47368421] ; [29.47368421 12.52631579],0
n3,1,0.842356,0.039553,[4 7] ; [ 8 12],[4.25806452 6.74193548] ; [ 7.74193548 12.25806452],0
b5,1,0.847439,0.037013,[6 9] ; [18 24],[6.31578947 8.68421053] ; [17.68421053 24.31578947],0
p1,1,0.884946,0.020939,[ 2 13] ; [ 5 37],[ 1.84210526 13.15789474] ; [ 5.15789474 36.84210526],0
a2,1,0.884946,0.020939,[ 2 13] ; [ 5 37],[ 1.84210526 13.15789474] ; [ 5.15789474 36.84210526],0
n1,1,0.888126,0.01979,[5 6] ; [ 9 12],[4.8125 6.1875] ; [ 9.1875 11.8125],0
s4,1,0.92737,0.008309,[ 2 13] ; [ 6 36],[ 2.10526316 12.89473684] ; [ 5.89473684 36.10526316],0
d5,1,0.974258,0.001041,[9 6] ; [25 17],[8.94736842 6.05263158] ; [25.05263158 16.94736842],0
