Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.000557,11.915771,[ 19 250] ; [3 4],[ 21.44202899 247.55797101] ; [0.55797101 6.44202899],1
a2,1,0.004805,7.951548,[ 66 205] ; [5 2],[ 69.21223022 201.78776978] ; [1.78776978 5.21223022],0
p5,1,0.031382,4.631962,[ 37 231] ; [3 4],[ 38.98181818 229.01818182] ; [1.01818182 5.98181818],0
a4,1,0.055611,3.663679,[133 138] ; [6 1],[135.5 135.5] ; [3.5 3.5],0
u1,1,0.075995,3.148538,[ 46 225] ; [3 4],[ 47.76618705 223.23381295] ; [1.23381295 5.76618705],0
d2,1,0.08439,2.978253,[143 128] ; [6 1],[145.24820144 125.75179856] ; [3.75179856 3.24820144],0
s7,1,0.097043,2.753483,[139 118] ; [6 1],[141.15530303 115.84469697] ; [3.84469697 3.15530303],0
s1,1,0.126222,2.338361,[  9 260] ; [1 6],[  9.74637681 259.25362319] ; [0.25362319 6.74637681],0
v3,1,0.130902,2.281777,[101 165] ; [3 1],[102.45925926 163.54074074] ; [1.54074074 2.45925926],0
p3,1,0.141404,2.162618,[156 113] ; [6 1],[157.89130435 111.10869565] ; [4.10869565 2.89130435],0
a6,1,0.237124,1.397608,[173  97] ; [6 1],[174.4765343  95.5234657] ; [4.5234657 2.4765343],0
p4,1,0.246647,1.342196,[175  96] ; [6 1],[176.44244604  94.55755396] ; [4.55755396 2.44244604],0
v1,1,0.257023,1.284724,[144 120] ; [4 1],[145.24907063 118.75092937] ; [2.75092937 2.24907063],0
s6,1,0.286825,1.134464,[175  88] ; [6 1],[176.30740741  86.69259259] ; [4.69259259 2.30740741],0
p2,1,0.395032,0.723396,[224  44] ; [5 2],[223.17090909  44.82909091] ; [5.82909091 1.17090909],0
p6,1,0.3982,0.713755,[110 157] ; [4 3],[111.08759124 155.91240876] ; [2.91240876 4.08759124],0
p8,1,0.409545,0.68012,[150 119] ; [5 2],[151.06884058 117.93115942] ; [3.93115942 3.06884058],0
p7,1,0.443336,0.587632,[187  78] ; [4 3],[186.08455882  78.91544118] ; [4.91544118 2.08455882],0
b4,1,0.449527,0.571843,[155 116] ; [3 4],[154.02158273 116.97841727] ; [3.97841727 3.02158273],0
a1,1,0.494842,0.46598,[ 20 251] ; [1 6],[ 20.47122302 250.52877698] ; [0.52877698 6.47122302],0
a5,1,0.591854,0.287458,[209  62] ; [6 1],[209.58633094  61.41366906] ; [5.41366906 1.58633094],0
p1,1,0.625451,0.23828,[ 24 245] ; [1 6],[ 24.36594203 244.63405797] ; [0.63405797 6.36594203],0
d3,1,0.669303,0.182419,[171  98] ; [5 2],[171.53623188  97.46376812] ; [4.46376812 2.53623188],0
d5,1,0.673406,0.177644,[213  56] ; [6 1],[213.44565217  55.55434783] ; [5.55434783 1.44565217],0
r1,1,0.676619,0.173956,[214  56] ; [6 1],[214.44043321  55.55956679] ; [5.55956679 1.44043321],0
n4,1,0.6955,0.153196,[216  55] ; [6 1],[216.41007194  54.58992806] ; [5.58992806 1.41007194],0
v2,1,0.739694,0.110396,[136 123] ; [3 2],[136.36742424 122.63257576] ; [2.63257576 2.36742424],0
a7,1,0.817466,0.053271,[181  88] ; [5 2],[181.2826087  87.7173913] ; [4.7173913 2.2826087],0
b5,1,0.833864,0.043995,[144 127] ; [4 3],[144.27338129 126.72661871] ; [3.72661871 3.27338129],0
s5,1,0.877331,0.023825,[ 96 166] ; [2 3],[ 96.16479401 165.83520599] ; [1.83520599 3.16479401],0
s4,1,0.903487,0.014703,[ 43 226] ; [1 6],[ 42.88405797 226.11594203] ; [1.11594203 5.88405797],0
a8,1,0.923391,0.009247,[ 33 220] ; [1 6],[ 33.08461538 219.91538462] ; [0.91538462 6.08461538],0
