Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1e-06,24.564071,[283 105] ; [505  84],[312.94165814  75.05834186] ; [475.05834186 113.94165814],1
p11,1,1e-06,24.155729,[266 132] ; [485 117],[298.898  99.102] ; [452.102 149.898],1
p10,1,0.000914,10.993368,[279 111] ; [475 114],[300.36772217  89.63227783] ; [453.63227783 135.36772217],1
p2,1,0.002644,9.038272,[292 100] ; [492 105],[310.74620829  81.25379171] ; [473.25379171 123.74620829],0
p3,1,0.004954,7.89604,[206 187] ; [259 339],[184.40464178 208.59535822] ; [280.59535822 317.40464178],0
p6,1,0.117503,2.450287,[145 242] ; [192 397],[133.62602459 253.37397541] ; [203.37397541 385.62602459],0
p12,1,0.254724,1.29721,[ 24 367] ; [ 48 547],[ 28.55172414 362.44827586] ; [ 43.44827586 551.55172414],0
p5,1,0.332965,0.937333,[ 48 344] ; [ 61 533],[ 43.3346856 348.6653144] ; [ 65.6653144 528.3346856],0
p7,1,0.34201,0.902882,[243 145] ; [345 234],[235.92967942 152.07032058] ; [352.07032058 226.92967942],0
p8,1,0.366627,0.815067,[186 203] ; [299 290],[192.90899796 196.09100204] ; [292.09100204 296.90899796],0
p4,1,0.508055,0.438071,[227 167] ; [329 264],[221.94934144 172.05065856] ; [334.05065856 258.94934144],0
p1,1,0.746266,0.104696,[ 36 358] ; [ 51 546],[ 34.58930373 359.41069627] ; [ 52.41069627 544.58930373],0
