Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,29.621122,[ 25 113] ; [45 40],[43.31838565 94.68161435] ; [26.68161435 58.31838565],1
p8,1,1.4e-05,18.899648,[ 26 111] ; [39 45],[40.29411765 96.70588235] ; [24.70588235 59.29411765],1
p6,1,0.000169,14.143831,[ 20 115] ; [31 53],[ 31.43835616 103.56164384] ; [19.56164384 64.43835616],1
p2,1,0.000302,13.057172,[69 70] ; [63 22],[81.91071429 57.08928571] ; [50.08928571 34.91071429],1
p7,1,0.002906,8.865698,[46 90] ; [46 39],[56.61538462 79.38461538] ; [35.38461538 49.61538462],0
p5,1,0.004702,7.990522,[  2 137] ; [ 8 76],[  6.23318386 132.76681614] ; [ 3.76681614 80.23318386],0
p1,1,0.31708,1.000951,[  8 129] ; [ 8 77],[  9.87387387 127.12612613] ; [ 6.12612613 78.87387387],0
p9,1,0.443212,0.587952,[43 89] ; [32 53],[45.62211982 86.37788018] ; [29.37788018 55.62211982],0
p12,1,0.585718,0.297081,[  3 135] ; [ 1 84],[  2.47533632 135.52466368] ; [ 1.52466368 83.47533632],0
b1,1,0.604742,0.267903,[67 72] ; [44 41],[68.87946429 70.12053571] ; [42.12053571 42.87946429],0
p11,1,0.912786,0.011996,[66 73] ; [41 44],[66.39732143 72.60267857] ; [40.60267857 44.39732143],0
