Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,33.622162,[46 19] ; [ 44 110],[26.71232877 38.28767123] ; [63.28767123 90.71232877],1
p6,1,2e-06,22.391329,[28 34] ; [ 23 131],[14.63888889 47.36111111] ; [ 36.36111111 117.63888889],1
p4,1,1.4e-05,18.899648,[39 26] ; [ 45 111],[24.70588235 40.29411765] ; [59.29411765 96.70588235],1
p2,1,0.000129,14.66141,[51 14] ; [79 77],[38.23529412 26.76470588] ; [91.76470588 64.23529412],1
p3,1,0.006081,7.526101,[29 36] ; [ 40 115],[20.38636364 44.61363636] ; [ 48.61363636 106.38636364],0
p5,1,0.012265,6.272091,[ 6 59] ; [  3 153],[ 2.64705882 62.35294118] ; [  6.35294118 149.64705882],0
p11,1,0.1303,2.288929,[36 29] ; [69 87],[30.88235294 34.11764706] ; [74.11764706 81.88235294],0
p1,1,0.184504,1.76097,[ 7 57] ; [  9 146],[ 4.67579909 59.32420091] ; [ 11.32420091 143.67579909],0
p9,1,0.194623,1.682274,[26 37] ; [ 49 104],[21.875 41.125] ; [53.125 99.875],0
b1,1,0.543222,0.369601,[30 35] ; [79 77],[32.05882353 32.94117647] ; [76.94117647 79.05882353],0
p12,1,0.840628,0.040437,[ 1 64] ; [  3 152],[ 1.18181818 63.81818182] ; [  2.81818182 152.18181818],0
