Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,25.077694,[12  1] ; [26 82],[4.08264463 8.91735537] ; [33.91735537 74.08264463],1
p12,1,4e-06,21.206777,[4 9] ; [  2 109],[ 0.62903226 12.37096774] ; [  5.37096774 105.62903226],1
p5,1,3.2e-05,17.295218,[5 7] ; [  6 104],[ 1.08196721 10.91803279] ; [  9.91803279 100.08196721],1
b3,1,4.4e-05,16.697409,[12  1] ; [21 46],[5.3625 7.6375] ; [27.6375 39.3625],1
b2,1,4.4e-05,16.697409,[12  1] ; [21 46],[5.3625 7.6375] ; [27.6375 39.3625],1
s7,1,0.000117,14.84347,[11  2] ; [30 70],[4.71681416 8.28318584] ; [36.28318584 63.71681416],1
v3,1,0.000148,14.392271,[8 1] ; [29 77],[2.89565217 6.10434783] ; [34.10434783 71.89565217],1
s2,1,0.000366,12.6976,[11  2] ; [37 73],[5.07317073 7.92682927] ; [42.92682927 67.07317073],1
s3,1,0.000441,12.35165,[12  1] ; [45 65],[6.02439024 6.97560976] ; [50.97560976 59.02439024],1
a2,1,0.000593,11.797337,[8 5] ; [21 90],[3.04032258 9.95967742] ; [25.95967742 85.04032258],1
d1,1,0.00081,11.21736,[12  1] ; [48 63],[6.29032258 6.70967742] ; [53.70967742 57.29032258],1
v1,1,0.00087,11.086321,[9 1] ; [40 71],[4.04958678 5.95041322] ; [44.95041322 66.04958678],1
p4,1,0.002013,9.537465,[11  2] ; [44 67],[5.76612903 7.23387097] ; [49.23387097 61.76612903],0
p8,1,0.002304,9.29014,[9 4] ; [30 79],[4.1557377 8.8442623] ; [34.8442623 74.1557377],0
s6,1,0.003141,8.72357,[12  1] ; [53 55],[6.98347107 6.01652893] ; [58.01652893 49.98347107],0
u1,1,0.006099,7.520876,[5 8] ; [12 99],[ 1.78225806 11.21774194] ; [15.21774194 95.78225806],0
d2,1,0.006857,7.310039,[11  2] ; [49 60],[6.39344262 6.60655738] ; [53.60655738 55.39344262],0
p3,1,0.006892,7.300922,[10  3] ; [42 69],[5.4516129 7.5483871] ; [46.5483871 64.4516129],0
v2,1,0.009856,6.660775,[8 2] ; [41 67],[4.15254237 5.84745763] ; [44.84745763 63.15254237],0
a5,1,0.015236,5.888986,[12  1] ; [64 47],[7.96774194 5.03225806] ; [68.03225806 42.96774194],0
a4,1,0.016236,5.77715,[10  3] ; [46 64],[5.91869919 7.08130081] ; [50.08130081 59.91869919],0
d3,1,0.028457,4.800162,[11  2] ; [58 52],[7.29268293 5.70731707] ; [61.70731707 48.29268293],0
p2,1,0.030415,4.685708,[11  2] ; [59 52],[7.33870968 5.66129032] ; [62.66129032 48.33870968],0
p6,1,0.035945,4.399708,[7 6] ; [28 80],[3.76033058 9.23966942] ; [31.23966942 76.76033058],0
a6,1,0.06592,3.38181,[10  3] ; [55 55],[6.8699187 6.1300813] ; [58.1300813 51.8699187],0
p7,1,0.080106,3.062756,[9 4] ; [48 62],[6.02439024 6.97560976] ; [50.97560976 59.02439024],0
r1,1,0.10941,2.562729,[11  2] ; [69 42],[8.38709677 4.61290323] ; [71.61290323 39.38709677],0
a1,1,0.117223,2.454037,[ 3 10] ; [ 10 101],[ 1.36290323 11.63709677] ; [11.63709677 99.36290323],0
a8,1,0.12808,2.315625,[3 7] ; [13 91],[1.40350877 8.59649123] ; [14.59649123 89.40350877],0
s5,1,0.171371,1.870912,[4 7] ; [20 86],[2.25641026 8.74358974] ; [21.74358974 84.25641026],0
n4,1,0.18728,1.738887,[11  2] ; [74 37],[8.91129032 4.08870968] ; [76.08870968 34.91129032],0
d5,1,0.24467,1.353484,[11  2] ; [76 34],[9.19512195 3.80487805] ; [77.80487805 32.19512195],0
a7,1,0.270422,1.214603,[9 4] ; [59 52],[7.12903226 5.87096774] ; [60.87096774 50.12903226],0
s4,1,0.44752,0.576926,[ 1 12] ; [17 92],[ 1.91803279 11.08196721] ; [16.08196721 92.91803279],0
b5,1,0.661977,0.191131,[8 5] ; [75 36],[8.7016129 4.2983871] ; [74.2983871 36.7016129],0
b4,1,0.744594,0.10613,[7 6] ; [65 46],[7.5483871 5.4516129] ; [64.4516129 46.5483871],0
s1,1,0.949143,0.004068,[ 1 12] ; [  8 103],[ 0.94354839 12.05645161] ; [  8.05645161 102.94354839],0
p1,1,0.956189,0.003018,[ 1 12] ; [  8 102],[ 0.95121951 12.04878049] ; [  8.04878049 101.95121951],0
